"MESSAGE ID","TEXT","DESCRIPTION","IMAGE","CTA 1","LINK 1","CTA 2","LINK 2","TEXT 2","APPROVAL"
"11","📋 SHIPMENT UPDATE

Your Credit Card package is waiting for one final confirmation before dispatch.

Review your information here.","","","📋 REVIEW INFO","https://card.zuout.com/jpVRdnpx?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-gb-cc-en-bd&utm_content=[utm_content]","","","",""
"12","📄 SHIPMENT UPDATE

Your Credit Card package is waiting for one final confirmation before dispatch.

Review your information here.","","","📄 REVIEW INFO","https://card.zuout.com/jpVRdnpx?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-gb-cc-en-bd&utm_content=[utm_content]","","","",""
"13","💬 CARD PROFILE UPDATE

The card recommendation flow has a new result ready. Review the details before continuing.","","","💬 VIEW RESULT","https://card.zuout.com/jpVRdnpx?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-gb-cc-en-bd&utm_content=[utm_content]","","","",""
"14","💳 CARD REVIEW UPDATE

Your card request has a review step ready. Open the page to continue with the available options.","","","🔍 REVIEW CARD","https://card.zuout.com/jpVRdnpx?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-gb-cc-en-bd&utm_content=[utm_content]","","","",""
"15","📋 CARD REQUEST STATUS

A status check is available for your card profile. Review the details before moving forward.","","","✅ CHECK STATUS","https://card.zuout.com/jpVRdnpx?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-gb-cc-en-bd&utm_content=[utm_content]","","","",""
"16","🔎 CARD OPTIONS READY

Your card options are ready to compare. Open the update and confirm the next step.","","","📋 SEE OPTIONS","https://card.zuout.com/jpVRdnpx?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-gb-cc-en-bd&utm_content=[utm_content]","","","",""
"17","✅ CARD REVIEW AVAILABLE

The card recommendation flow has new details available. Check the page to continue.","","","➡️ CONTINUE","https://card.zuout.com/jpVRdnpx?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-gb-cc-en-bd&utm_content=[utm_content]","","","",""
"18","📌 APPLICATION STEP READY

Your profile review is ready for confirmation. Open the card update to see the result.","","","💳 REVIEW UPDATE","https://card.zuout.com/jpVRdnpx?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-gb-cc-en-bd&utm_content=[utm_content]","","","",""
"19","💬 CARD MATCH UPDATE

A card selection step is available now. Review the page and continue from there.","","","🔎 OPEN REVIEW","https://card.zuout.com/jpVRdnpx?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-gb-cc-en-bd&utm_content=[utm_content]","","","",""
"20","📄 REVIEW STEP OPEN

Your card request moved to the next review point. Open the status page for details.","","","✅ CONFIRM DETAILS","https://card.zuout.com/jpVRdnpx?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-gb-cc-en-bd&utm_content=[utm_content]","","","",""
"21","🔔 CARD PROFILE UPDATE

The card option summary is ready. Confirm the information on the review page.","","","📌 VIEW RESULT","https://card.zuout.com/jpVRdnpx?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-gb-cc-en-bd&utm_content=[utm_content]","","","",""
"22","💳 CARD OPTION NOTICE

A new card profile update is available. Check the options and continue safely.","","","💳 SEE CARD OPTIONS","https://card.zuout.com/jpVRdnpx?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-gb-cc-en-bd&utm_content=[utm_content]","","","",""
"23","📋 CARD STATUS READY

Your card match has an available result. Open the update to review the details.","","","🔔 OPEN STATUS","https://card.zuout.com/jpVRdnpx?utm_source=facebook&utm_medium=g002-d&utm_campaign=[utm_campaign]&utm_term=zuout-gb-cc-en-bd&utm_content=[utm_content]","","","",""
