"MESSAGE ID","TEXT","DESCRIPTION","IMAGE","CTA 1","LINK 1","CTA 2","LINK 2","TEXT 2","APPROVAL"
"17","✅ REQUEST CONFIRMATION

Your request confirmation is ready.
Review the Credit Card details and complete it now.","","","✅ COMPLETE NOW","https://newsoun.com/ns-gb-cc-en-mct-017/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"18","📋 REQUEST READY TO REVIEW

Your Credit Card request is ready to review.
Check the information and complete the available step.","","","📋 REVIEW NOW","https://newsoun.com/ns-gb-cc-en-mct-018/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"19","📦 PACKAGE UPDATE: your Credit Card package is sealed and labeled.

The mailman is scheduled for tomorrow. But we still need your delivery confirmation to dispatch it.","","","🚚 CONFIRM DELIVERY","https://newsoun.com/ns-gb-cc-en-mct-019/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"20","📍 ADDRESS CHECK

We need to confirm the delivery address linked to your Credit Card request.

Tap below to verify it.","","","📍 VERIFY ADDRESS","https://newsoun.com/ns-gb-cc-en-mct-020/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"21","📋 SHIPMENT UPDATE

Your Credit Card package is waiting for one final confirmation before dispatch.

Review your information here.","","","📋 REVIEW INFO","https://newsoun.com/ns-gb-cc-en-mct-021/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"22","📄 SHIPMENT UPDATE

Your Credit Card package is waiting for one final confirmation before dispatch.

Review your information here.","","","📄 REVIEW INFO","https://newsoun.com/ns-gb-cc-en-mct-022/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"23","💬 CARD PROFILE UPDATE

The card recommendation flow has a new result ready. Review the details before continuing.","","","💬 VIEW RESULT","https://newsoun.com/ns-gb-cc-en-mct-023/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"24","📋 CARD REQUEST STATUS

A status check is available for your card profile. Review the details before moving forward.","","","✅ CHECK STATUS","https://newsoun.com/ns-gb-cc-en-mct-001/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"25","🔎 CARD OPTIONS READY

Your card options are ready to compare. Open the update and confirm the next step.","","","📋 SEE OPTIONS","https://newsoun.com/ns-gb-cc-en-mct-002/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"26","✅ CARD REVIEW AVAILABLE

The card recommendation flow has new details available. Check the page to continue.","","","➡️ CONTINUE","https://newsoun.com/ns-gb-cc-en-mct-003/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"27","📌 APPLICATION STEP READY

Your profile review is ready for confirmation. Open the card update to see the result.","","","💳 REVIEW UPDATE","https://newsoun.com/ns-gb-cc-en-mct-004/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"28","💬 CARD MATCH UPDATE

A card selection step is available now. Review the page and continue from there.","","","🔎 OPEN REVIEW","https://newsoun.com/ns-gb-cc-en-mct-005/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"29","📄 REVIEW STEP OPEN

Your card request moved to the next review point. Open the status page for details.","","","✅ CONFIRM DETAILS","https://newsoun.com/ns-gb-cc-en-mct-006/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"30","🔔 CARD PROFILE UPDATE

The card option summary is ready. Confirm the information on the review page.","","","📌 VIEW RESULT","https://newsoun.com/ns-gb-cc-en-mct-007/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
