"MESSAGE ID","TEXT","DESCRIPTION","IMAGE","CTA 1","LINK 1","CTA 2","LINK 2","TEXT 2","APPROVAL"
"21","📋 PERFIL​ ACTUALIZADO

El​ estado de​ tu tarjeta​ está listo​ para revisar.​ Confirma los​ datos en​ la siguiente​ pantalla y​ continúa.","","","📋 VER RESULTADO","https://finanzas.newsoun.com/ns-f-us-cc-es-mct-014/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_campaign=[utm_content]","","","",""
"22","💬 ESTADO​ DE SOLICITUD​

Tu solicitud​ de tarjeta​ tiene una​ nueva revisión​ disponible. Abre​ la actualización​ para continuar​ con las​ opciones.","","","💬 VER ESTADO","https://finanzas.newsoun.com/ns-f-us-cc-es-mct-015/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_campaign=[utm_content]","","","",""
"23","💬 PERFIL​ ACTUALIZADO

Tu​ perfil tiene​ opciones de​ tarjeta disponibles.​ Abre la​ revisión para​ ver el​ próximo paso.​","","","💬 VER RESULTADO","https://finanzas.newsoun.com/ns-f-us-cc-es-mct-015-2/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_campaign=[utm_content]","","","",""
"24","📋 REVISIÓN​ DISPONIBLE

Tu​ solicitud de​ tarjeta tiene​ una nueva​ revisión disponible.​ Abre la​ actualización para​ continuar con​ las opciones.​","","","📋 CONTINUAR","https://finanzas.newsoun.com/ns-f-us-cc-es-mct-001/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_campaign=[utm_content]","","","",""
"25","🔔 REVISIÓN​ DE PERFIL​

Tu solicitud​ de tarjeta​ tiene una​ revisión lista.​ Abre la​ página para​ continuar con​ las opciones​ disponibles.","","","🔔 VER COMPATIBILIDAD","https://finanzas.newsoun.com/ns-f-us-cc-es-mct-001-2/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_campaign=[utm_content]","","","",""
"26","✅ PERFIL​ ACTUALIZADO

Tu​ perfil tiene​ opciones de​ tarjeta disponibles.​ Abre la​ revisión para​ ver el​ próximo paso.​","","","✅ VER RESULTADO","https://finanzas.newsoun.com/ns-f-us-cc-es-mct-002/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_campaign=[utm_content]","","","",""
"27","🔔 REVISIÓN​ DISPONIBLE

Tu​ solicitud de​ tarjeta tiene​ una nueva​ revisión disponible.​ Abre la​ actualización para​ continuar con​ las opciones.​","","","🔔 CONTINUAR","https://finanzas.newsoun.com/ns-f-us-cc-es-mct-002-2/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_campaign=[utm_content]","","","",""
"28","🔎 REVISIÓN​ DE PERFIL​

Tu solicitud​ de tarjeta​ tiene una​ revisión lista.​ Abre la​ página para​ continuar con​ las opciones​ disponibles.","","","🔎 VER COMPATIBILIDAD","https://finanzas.newsoun.com/ns-f-us-cc-es-mct-003/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_campaign=[utm_content]","","","",""
"29","🔎 OPCIONES​ DE TARJETA​

Tus opciones​ de tarjeta​ están listas​ para comparar.​ Abre la​ actualización y​ confirma el​ siguiente paso.​","","","📋 VER OPCIONES","https://finanzas.newsoun.com/ns-f-us-cc-es-mct-003-2/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_campaign=[utm_content]","","","",""
"30","✅ REVISIÓN​ DISPONIBLE

El​ flujo de​ recomendación de​ tarjeta tiene​ nuevos detalles​ disponibles. Consulta​ la página​ para continuar.​","","","➡️ CONTINUAR","https://finanzas.newsoun.com/ns-f-us-cc-es-mct-004/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_campaign=[utm_content]","","","",""
