"MESSAGE ID","TEXT","DESCRIPTION","IMAGE","CTA 1","LINK 1","CTA 2","LINK 2","TEXT 2","APPROVAL"
"19","🔎 CARD OPTIONS READY

A card status update is waiting. Open the page and check the available path.","","","📄 REVIEW PROFILE","https://lyzmo.com/ly-us-cc-en-mct-013/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"20","✅ CARD REVIEW AVAILABLE

Your card request has a review step ready. Open the page to continue with the available options.","","","🔍 CHECK MATCH","https://lyzmo.com/ly-us-cc-en-mct-013-2/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"21","📌 APPLICATION STEP READY

A status check is available for your card profile. Review the details before moving forward.","","","🔍 REVIEW CARD","https://lyzmo.com/ly-us-cc-en-mct-014/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"22","💬 CARD MATCH UPDATE

Your card options are ready to compare. Open the update and confirm the next step.","","","✅ CHECK STATUS","https://lyzmo.com/ly-us-cc-en-mct-015/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"23","📄 REVIEW STEP OPEN

The card recommendation flow has new details available. Check the page to continue.","","","📋 SEE OPTIONS","https://lyzmo.com/ly-us-cc-en-mct-015-2/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"24","🔔 CARD PROFILE UPDATE

Your profile review is ready for confirmation. Open the card update to see the result.","","","➡️ CONTINUE","https://lyzmo.com/ly-us-cc-en-mct-001/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"25","💳 CARD OPTION NOTICE

A card selection step is available now. Review the page and continue from there.","","","💳 REVIEW UPDATE","https://lyzmo.com/ly-us-cc-en-mct-001-2/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"26","📋 CARD STATUS READY

Your card request moved to the next review point. Open the status page for details.","","","🔎 OPEN REVIEW","https://lyzmo.com/ly-us-cc-en-mct-002/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"27","🔎 PROFILE MATCH READY

The card option summary is ready. Confirm the information on the review page.","","","✅ CONFIRM DETAILS","https://lyzmo.com/ly-us-cc-en-mct-002-2/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"28","✅ CARD CHECK OPEN

A new card profile update is available. Check the options and continue safely.","","","📌 VIEW RESULT","https://lyzmo.com/ly-us-cc-en-mct-003/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"29","📌 REQUEST REVIEW READY

Your card match has an available result. Open the update to review the details.","","","💳 SEE CARD OPTIONS","https://lyzmo.com/ly-us-cc-en-mct-003-2/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"30","💬 CARD DETAILS AVAILABLE

The request review page is ready. Continue there to confirm your card information.","","","🔔 OPEN STATUS","https://lyzmo.com/ly-us-cc-en-mct-004/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
