group_id,method,group_size,suggested_action,drive_id,filename,size,duration_ms,width,height,md5,pixel_hash,thumb_path
VG0005,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1PeTyYuequIDb0ZRzejQyZWTGXPxX7b2v,02 - FILME - Story (Espanhol) +2 RM GP Story há 16 dias.mp4,6377871,8033,1080,1920,bc2739418e79836819da380db7950b97,8b4f5d3136aed6b3098ddde6f9d3ed9501736f9fcd75efc3689c3b153615eb70,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/661701f1dd2ecb23.jpg
VG0005,VISUAL_META,2,KEEP,1SohrB7w4NMHz3mpiXEKDSoSYT3Duk9Xl,02 - FILME - Story Espanhol__DAHJd58WuxY.mp4,6377871,8033,1080,1920,42ceb5194b7baed2c79d673ea04bca5a,8b4f5d3136aed6b3098ddde6f9d3ed9501736f9fcd75efc3689c3b153615eb70,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/6587dbfb4352a834.jpg
VG0006,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1HX8upbk1jw9Zb_l-gpcbzlYCXd36zEiV,03 - Story ( Ingles ) +2 RM GP Story há 1 ano.mp4,1579519,14999,1080,1920,208504cc65f49815c5f90b3b08d6f5b7,adb652d7576558bd2626ee8c8fc2ef3cc0e681a5c3907748a6ea92846c3ddadc,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/202ab53bba6e19d8.jpg
VG0006,VISUAL_META,2,KEEP,1_gC1xAu_D4VFwhTlO72VwOweSZ8q43Ua,03 - Story ( Ingles )__DAGS_O11pSw.mp4,1579519,14999,1080,1920,4d4fa859bf17d7edd30a30c655afca52,adb652d7576558bd2626ee8c8fc2ef3cc0e681a5c3907748a6ea92846c3ddadc,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/d954c3827136e3ea.jpg
VG0007,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1rcMjRealwyo-LeK1fpsCVsZKyyjm_gZK,03 - Story (espanhol) +2 RM GP Story há 15 dias.mp4,1422683,14033,1080,1920,bf545b66ec37a026ba41ed5785464c00,22c63f63fe86d4c95413f7b4da46a00d753f43517055b0bd46e61e68ab277b9a,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/34de3edc93987257.jpg
VG0007,VISUAL_META,2,KEEP,1XPN3e5RxR77kg2JcVKZrHp3wuH1_7FE1,03 - Story espanhol__DAHI_yCOW3w.mp4,1422683,14033,1080,1920,cbd8bddf97ab261e3de9aa33986a33c2,22c63f63fe86d4c95413f7b4da46a00d753f43517055b0bd46e61e68ab277b9a,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/9916c0d0980accc6.jpg
VG0008,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,17QnQ2PMtcQ7mZBUw2uEQCnjCFqOTnCoO,03 - Story (espanhol)__DAHI_yCOW3w.mp4,1422683,14033,1080,1920,9038257d5a52070c02b81f042e393d48,197bfb424d4713f83d12bc58d91ccbacfffd417107811d0eec26284e18f4e295,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/daf11c39228ccc6c.jpg
VG0008,VISUAL_META,2,KEEP,1o4MgZOjSVU647Bve3zcVtFk4R6LkiB6W,03 - Story (espanhol)__editor.mp4,1422683,14033,1080,1920,6e772f8738beba2ddb2a121759c5a6ad,197bfb424d4713f83d12bc58d91ccbacfffd417107811d0eec26284e18f4e295,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/4e8b442e7bf56ce1.jpg
VG0009,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,18aBtOigim_V8ZqMoG38ojEqZvoCt-k3W,05 - Story (espanhol) +2 RM GP Story há 18 dias.mp4,1014678,14033,1080,1920,975b1bac266a785d42b9d1ed0a7539d7,f5642e785b3d27e554e38d49b833adfacc3419d3efecc18c291945e2dd784590,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/2605f58fdea658af.jpg
VG0009,VISUAL_META,2,KEEP,120u139VPFFbh2PzPqnuhXQGmh2fFrJfM,05 - Story espanhol__DAHJAPUkMUM.mp4,1014678,14033,1080,1920,ca412c0b669b497abeb82ec6f4adcc55,f5642e785b3d27e554e38d49b833adfacc3419d3efecc18c291945e2dd784590,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/a271f8ba1f755f62.jpg
VG0010,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1DKLhtRVz3-HtsY33xjulyqzouy0NqiGO,11 - Story (alemanha) +2 RM GP Story há 1 ano.mp4,719412,14999,1080,1920,9e601ad184faf652db507db9774d6d0e,432f5d9c75224962d3f717f976464004d0225b5ccf128b8cdbbeaff95710d165,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/8118bcc98c26ab2f.jpg
VG0010,VISUAL_META,2,KEEP,1ZCwvdd6TuVha4T5osXuGKuZxdvZ2RYhr,11 - Story (alemanha)__DAGS7GgV7iw.mp4,719412,14999,1080,1920,1cab274a6b569f2e00b29437f9ec5872,432f5d9c75224962d3f717f976464004d0225b5ccf128b8cdbbeaff95710d165,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/83b8acb5870486b3.jpg
VG0011,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1KBPQqGyXUan4MjlCczwDil-5f2IKn3cw,14 - Story (ingles) +2 RM GP Story há 1 ano.mp4,1127148,13999,1080,1920,3e1ca1395f6b0b156b60ad9e39eb86cf,c148c0634fdc80cf90926eced4ae200f053d63c1b73234025c99254fd7dde2d2,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/090ffa617978c696.jpg
VG0011,VISUAL_META,2,KEEP,1JeJxhLEeuysxIO6Pfx2z59VBN19ucDbf,14 - Story (ingles)__DAGVuFiud20.mp4,1127148,13999,1080,1920,ede3f900a8db1088d005913fc6c4b89d,c148c0634fdc80cf90926eced4ae200f053d63c1b73234025c99254fd7dde2d2,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/f54ea411cc4e0213.jpg
VG0012,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1rC7ca7Bdg8ainTj5aqvYwPql-I07_QEr,17 - Story (espanhol) +2 RM GP Story há 1 ano.mp4,531273,10999,1080,1920,add6a0c3e28124620ef740c6397cbb0a,19007e6a2c85e56db941afd673bc7a71034076df42a029bc4423f2ca18868276,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/98968a54d382d668.jpg
VG0012,VISUAL_META,2,KEEP,1x4pqwLYuQ2hyx5ll6oeSHErAoJWzvALW,17 - Story (espanhol)__DAGS6hdrzCo.mp4,531273,10999,1080,1920,08a1f981e86d63c5260f11c371be3adf,19007e6a2c85e56db941afd673bc7a71034076df42a029bc4423f2ca18868276,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/5895bb3dc206780b.jpg
VG0013,MD5,2,MOVE_DUPLICATE_TO_VIDEOS2,1eOiDVDWnltER3WM1dVI71ptuJPr9w82d,19 - Feed ( espanhol )__DAGS66Eeo8w.mp4,2330436,10999,1080,1080,668dbc703d8747759dcf63339502b831,09c2ca8b88df5ce3a900b634413debb9cbd31efad0c345f7c4bea706489ac8fb,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/aa1b85891c4ccf4a.jpg
VG0013,MD5,2,KEEP,1lIp534ePCoqFrOU8hwUaNWjIRfY6lvcZ,19 - Feed espanhol__DAGS66Eeo8w.mp4,2330436,10999,1080,1080,668dbc703d8747759dcf63339502b831,690454bef7a21736bfc24d91f97420edfdd5215c046f1180bc07b76024ac4411,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/fae75277bca4fda1.jpg
VG0014,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1xpPL2ULADhq-iYLw11jMy3srZ5KPlY3C,19 - Story (espanhol) +2 RM GP Story há 1 ano.mp4,2662632,10999,1080,1920,b1d6b4b8e224c9d6bc3f8bd56951e257,8eb24ff7489a09faab767e37324e6ff3405e8e41c32139fe8b4bb4ce1e9780c9,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/cd65d52b5d098072.jpg
VG0014,VISUAL_META,2,KEEP,13nJdZGRcWBLYeQYTqljqLEW7nbHqnhPB,19 - Story (espanhol)__DAGStz2YFFI.mp4,2662632,10999,1080,1920,ce431f1270646cb7d7f433571911c41b,8eb24ff7489a09faab767e37324e6ff3405e8e41c32139fe8b4bb4ce1e9780c9,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/00a00238ab7a0351.jpg
VG0015,MD5,2,MOVE_DUPLICATE_TO_VIDEOS2,1nSEMTubHJYKQYzvMTIm9k0qpkrxfoFOo,20 - Feed (espanhol)__DAGS7FPUE8Y.mp4,429802,10999,1080,1080,ce6d29b3269f0f7fc53a5334fae05d90,34a269654e9dafc6aeb2624e0c7adbda0430c9578761358e88942ece980b2f5a,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/a0592398ac2ee308.jpg
VG0015,MD5,2,KEEP,1IiCM11eBEIm8xrclyl-Swy2avtWokvCU,20 - Feed espanhol__DAGS7FPUE8Y.mp4,429802,10999,1080,1080,ce6d29b3269f0f7fc53a5334fae05d90,c9da91170b4025f6ef39816eac021fb61eb279941daa783444e63215ef82a1ae,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/f8eaf8a3c00b1be1.jpg
VG0016,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1L5iSqjAvxwdDXSr6XZzcP_JrR6y1xFFo,20 - Story (espanhol) +2 RM GP Story há 1 ano.mp4,612025,10999,1080,1920,a304f138695401fd34523ce826b5c30f,8242203b88dd12814d64a03e372a4cac266f3337abc11a268d50c5021b1891aa,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/58aa34e6c0de54b8.jpg
VG0016,VISUAL_META,2,KEEP,1rLbaA2v6SC5XZaD4zbSAkAxbgLQep4-o,20 - Story (espanhol)__DAGS697cI8s.mp4,612025,10999,1080,1920,b827f5562ce1814c340de11b861a5793,8242203b88dd12814d64a03e372a4cac266f3337abc11a268d50c5021b1891aa,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/0ba1cb692b38f250.jpg
VG0017,MD5,2,MOVE_DUPLICATE_TO_VIDEOS2,161kyBculJHRoe6nK_2yIWr2Bpsqz1yZb,21 - Feed (espanhol)__DAGS7GJeatc.mp4,452232,10999,1080,1080,baa232f8096b72214aa2f9de25a8a535,422275194b7aa8480cf30d64f97987b115ef964b75699018308d0e5a78ced478,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/3eb75b1210867036.jpg
VG0017,MD5,2,KEEP,1PZ5AbOpxINSrBVfW9BI5u91B4ZSjr5VS,21 - Feed espanhol__DAGS7GJeatc.mp4,452232,10999,1080,1080,baa232f8096b72214aa2f9de25a8a535,012f304f1efc53ea0eea790cb5cbe458287f22006e6bbf6fb7e565cab03c73e2,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/dd2f4358bae50571.jpg
VG0018,MD5,2,MOVE_DUPLICATE_TO_VIDEOS2,1YfmNusnb9DKZpqZhHXCqubuRauJDT5a8,27 - Feed (ingles)__DAGWOqTJy7c.mp4,1758884,13999,1080,1080,76b0e4d222da470d64934701b8935fcc,9adab3b23f3410deac955d2d11d6460ba9c44be324ba5ef99fd25cc3e2d2a62e,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/543ce173e8f45d33.jpg
VG0018,MD5,2,KEEP,1jzpDkUpGMCFoU_8TJAk8t3shT65MWlol,27 - Feed ingles__DAGWOqTJy7c.mp4,1758884,13999,1080,1080,76b0e4d222da470d64934701b8935fcc,d143bfc08ccde763fd8ebc2cc8c0544dd9877ab3ab3d5b2e8510b9f7ef1e701a,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/824b42b591cdf292.jpg
VG0019,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1a_bxx9ALVPgxj_8Nm5b7BLo1fLaxUEdD,27 - IA - Story (Espanhol)__DAHGfPibX80.mp4,7122666,15066,1080,1920,5d8f25a1712e5a3cfb39be7b85fea418,6066d28098f98b64ebe6244d35093eab5bbd67e28fc261ddf463602a0abd1365,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/fd18dee4c1e217d6.jpg
VG0019,VISUAL_META,2,KEEP,1lBG3CBNyeHt5Fgo9V46AIo_yPiNe-e3u,27 - IA - Story Espanhol__DAHGfPibX80.mp4,7122666,15066,1080,1920,3d705ee21ee2c7779f8251e886d968fb,6066d28098f98b64ebe6244d35093eab5bbd67e28fc261ddf463602a0abd1365,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/5cced3df1bc53942.jpg
VG0020,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1O0daPqoNKAJ0BcouaXepSS-2JuH_aQxT,41 - Story (Espanhol) +2 RM GP Story há 1 ano.mp4,866271,15266,1080,1920,8d5313cf1e95e0ed9e75f23fb0cc16be,9a6bc3bde3e5dce23a7e6f5fc71742286bd1a93d5e4f2e3417f499ac75d49496,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/9750e26c26da4125.jpg
VG0020,VISUAL_META,2,KEEP,1koyrcHNRY85Zyaln27WoiN1eoIRx4T7I,41 - Story (Espanhol)__DAGl4vnD0BI.mp4,866271,15266,1080,1920,b1784c182d7a0c80c3f9a1bc29ba5520,9a6bc3bde3e5dce23a7e6f5fc71742286bd1a93d5e4f2e3417f499ac75d49496,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/bfd9768073a334b2.jpg
VG0021,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1i3k21cD3YIQtAjUpIBSJ1cE-lUDH2vpn,42 - Story (ingles) +2 RM GP Story há 9 meses.mp4,3988517,41999,1080,1920,0bb06be3153fd3465176393241072eb9,74925e8728177921c69f025120d77d50299b593bc477a3bbc9f4b7cfd13cbbd7,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/eac2a1429e09deb3.jpg
VG0021,VISUAL_META,2,KEEP,1fYvcraDGAEDZVP0Oo4QNf64aZIg3PPaJ,42 - Story (ingles)__DAGYMNBVfqo.mp4,3988517,41999,1080,1920,c90ffe81cb1f3c09ac47a49b9ceb016e,74925e8728177921c69f025120d77d50299b593bc477a3bbc9f4b7cfd13cbbd7,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/4fa838cda66236da.jpg
VG0022,MD5,2,MOVE_DUPLICATE_TO_VIDEOS2,1zRIlRJ_AGgZcWWr8ZwVjNM8v3yzUrd2-,43 - Feed (ingles)__DAGdoMoQt10.mp4,1923189,17433,1080,1080,709e95b27150b1916957ba4c1e19215a,0c5c9b7e2c921a0bb1ed824a8390e5f9afbe3cf9ad1c5e4f0b67463be01406be,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/877e14cb04704c35.jpg
VG0022,MD5,2,KEEP,1LsgEYCTp_h400ODXRZ_PlifJht_24p1d,43 - Feed ingles__DAGdoMoQt10.mp4,1923189,17433,1080,1080,709e95b27150b1916957ba4c1e19215a,0c5c9b7e2c921a0bb1ed824a8390e5f9afbe3cf9ad1c5e4f0b67463be01406be,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/3c3bb4c7d1568972.jpg
VG0023,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1xFimPROD4lNFLubBtfV3yKorQRYWe4U7,43 - Story (Espanhol) +2 RM GP Story há 1 ano.mp4,774797,15266,1080,1920,c641f6ad5f67e2faf41fce01878f36c1,5c725f2a6926884dad939214069447576f91b388232bf8c9e9480f10a01f5178,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/3e8fc435eac706ab.jpg
VG0023,VISUAL_META,2,KEEP,1986f---TiB2tqmykm3s987raxkApnfS1,43 - Story (Espanhol)__DAGmCg5-0D0.mp4,774797,15266,1080,1920,34e1d18125ef4d5c1e9d0dc5fec5d131,5c725f2a6926884dad939214069447576f91b388232bf8c9e9480f10a01f5178,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/639197adb6f63cb2.jpg
VG0024,MD5,2,MOVE_DUPLICATE_TO_VIDEOS2,1wctrxsivZZhlRCvxweOFvIYZPI4MklOD,44 - Feed (ingles)__DAGdoMiR5eo.mp4,1582104,16766,1080,1080,2c357b0e554d6c5432bafff7099df604,0dbd1d4cf6f2cfe1f5c22b96ed7ca8939c75626834910f76f26f1fba6f8c8507,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/4a7209fdb5c92678.jpg
VG0024,MD5,2,KEEP,1a1VobEtBhuCOOxWIN9BUUOsr5kP1fNRy,44 - Feed ingles__DAGdoMiR5eo.mp4,1582104,16766,1080,1080,2c357b0e554d6c5432bafff7099df604,2fe25db1c45b4b05b46c7b6332c85406e5f5a07df95de635ce93408b33acb70e,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/90b35ddc1a15b098.jpg
VG0025,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1A7aDn77DGgTKp0SzE_8M8sQn9qnhSGhm,44 - Story (Espanhol) +2 RM GP Story há 1 ano.mp4,821860,15266,1080,1920,6519dbbd59b808d4e13e7f8e81048df1,fa6b858070e4ff2b713ef59291ad305eb16eb35a9603787e1d29c6f6a413205d,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/a3c8a92cc5d66399.jpg
VG0025,VISUAL_META,2,KEEP,180-ItdqUDlWmIwLnsxDJd4Z5pME_Q5HS,44 - Story (Espanhol)__DAGmClUoK4o.mp4,821860,15266,1080,1920,02ce6b040d2bcd2278a6b14d5977b5bc,fa6b858070e4ff2b713ef59291ad305eb16eb35a9603787e1d29c6f6a413205d,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/eaea4e27b6957a60.jpg
VG0026,MD5,2,MOVE_DUPLICATE_TO_VIDEOS2,1M1o7bxWJFP8M0Gb_O5V-nhNxYTx-KQda,45 - Feed (ingles)__DAGYMTaV1to.mp4,1022711,17433,1080,1080,60dd460312011abe2cd58bdb8ebc9345,aa27f7ef5593a1222df0d0368e6cfeef5e7ef10eae8fb695c3cd619fd0bfcc8e,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/e2788fae2a96df76.jpg
VG0026,MD5,2,KEEP,1o8Cix-WJBm4yxahBWS_7DVACsJ4WVzPQ,45 - Feed ingles__DAGYMTaV1to.mp4,1022711,17433,1080,1080,60dd460312011abe2cd58bdb8ebc9345,e4706de9da181d5e28b34c71542cd4312bd363e60683c4ff80a65bb98a3af400,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/03904617f618db01.jpg
VG0027,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1HPs0OVrCF_FoaeeKA_Y4Myzbn6kJRst8,46 - Story (ingles) +2 RM GP Story há 6 meses.mp4,919985,13999,1080,1920,5eace63226c4cb97163729fe2b733ae4,351d03795d50efdd9a05fca8531b61a1b437b6a6972d5ca650e492beb22778cd,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/85b284d9a2d7e573.jpg
VG0027,VISUAL_META,2,KEEP,1au9-qWhe7Dr7pZj3Q2Dx9Z4TKY86TX2B,46 - Story (ingles)__DAG4TgFTpmo.mp4,919985,13999,1080,1920,37e8a8d9dbd1b5f2540f2c8c0c8a325a,351d03795d50efdd9a05fca8531b61a1b437b6a6972d5ca650e492beb22778cd,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/9daccb4cd25fd76e.jpg
VG0028,VISUAL_META,2,MOVE_DUPLICATE_TO_VIDEOS2,1p8REcnmmp0K6cBCYKuLZecuiWY_WKVWF,46- Story (ingles) +2 RM GP Story há 1 ano.mp4,1042127,13999,1080,1920,cb1921d110e0ba8413cde12d88e29f08,a2485ad4395b633ec77f1065b8bd226c12c5de6eb8321224db8a7d246a8c1d87,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/95b92165c2895ae1.jpg
VG0028,VISUAL_META,2,KEEP,1KksG_rl29ootEC4o9wIBfb2xSxork5Bq,46- Story (ingles)__DAGYMemNPJg.mp4,1042127,13999,1080,1920,7b01b638bc54bc86e00bb71c0376e33e,a2485ad4395b633ec77f1065b8bd226c12c5de6eb8321224db8a7d246a8c1d87,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/0d207cfa32592784.jpg
VG0029,MD5,2,MOVE_DUPLICATE_TO_VIDEOS2,1WfAFX-oc8yiHMHns3_xnBI2FqarlT4du,49- Feed (ingles)__DAGYMSB-kxI.mp4,1161492,13220,1080,1080,e2c920849e164a2cfa83bffad730cd6e,fa9552e466e727e6ecfefa332449f668ac7fe86716a67cc9a8be2096f006485f,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/7bae9c828535fb16.jpg
VG0029,MD5,2,KEEP,1cxnqOkaC0R_y_6tJEj27Evfv9mSepn0x,49- Feed ingles__DAGYMSB-kxI.mp4,1161492,13220,1080,1080,e2c920849e164a2cfa83bffad730cd6e,aa4dedf7e47edc45113a6fbc47671bfe7b51cb518ffa403c97bf113350ee6d8a,/root/mgs-agent/data/ares/creative-inventory/video-duplicate-analysis-20260609T152754Z/thumbs/7cfd5c08abf9994f.jpg
