"MESSAGE ID","TEXT","DESCRIPTION","IMAGE","CTA 1","LINK 1","CTA 2","LINK 2","TEXT 2","APPROVAL"
"11","✅ PERFIL COMPATIBLE​

La página​ de revisión​ de solicitud​ está lista.​ Continúa allí​ para confirmar​ la información​ de tarjeta.​","","","✅ REVISAR PERFIL","https://helixenit.net/heli-mx-cc-es-mct-011/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"12","🔎 CONSULTA ABIERTA​

Hay una​ actualización de​ estado de​ tarjeta esperando.​ Abre la​ página y​ revisa el​ camino disponible.​","","","🔎 VER COMPATIBILIDAD","https://helixenit.net/heli-mx-cc-es-mct-012/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"13","📌 SOLICITUD EN​ REVISIÓN

Tu​ perfil de​ tarjeta tiene​ una nueva​ revisión de​ opciones. Mira​ los detalles​ antes de​ continuar.","","","📌 CONSULTAR OPCIONES","https://helixenit.net/heli-mx-cc-es-mct-013/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"14","🔔 ENTREGA CONFIRMADA
Tu tarjeta con límite de $15,000 se está preparando para envío.
Verifica tus datos para enviarla.","","","🔔 ENVIAR MI TARJETA","https://helixenit.net/heli-mx-cc-es-mct-014/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"15","📄 OPCIONES ABIERTAS​

Hay un​ resultado de​ revisión de​ tarjeta disponible.​ Abre la​ actualización y​ mira la​ siguiente indicación.​","","","📄 ABRIR DETALLES","https://helixenit.net/heli-mx-cc-es-mct-015/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"16","💬 REVISIÓN DE​ PERFIL

La​ página de​ opciones de​ tarjeta está​ lista para​ una revisión​ rápida. Continúa​ desde la​ pantalla de​ revisión.","","","💬 VER RESPUESTA","https://helixenit.net/heli-mx-cc-es-mct-016/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"17","💳 SELECCIÓN DE​ TARJETA

El​ estado de​ la solicitud​ de tarjeta​ cambió a​ un paso​ de revisión.​ Abre la​ página para​ verificarlo.","","","💳 CONTINUAR REVISIÓN","https://helixenit.net/heli-mx-cc-es-mct-017/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"18","📋 TARJETA ENVIADA. Sin espera. Tu Tarjeta de Crédito fue aprobada al instante y ya está en el sistema de entrega.

Toca para asignar el mensajero y recibirla hoy.","","","📋 ASIGNAR MENSAJERO","https://helixenit.net/heli-mx-cc-es-mct-018/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"19","✅ RESULTADO DISPONIBLE​

La revisión​ de tu​ perfil de​ tarjeta tiene​ otro paso​ abierto. Consulta​ la actualización​ para continuar.​","","","✅ REVISAR OPCIONES","https://helixenit.net/heli-mx-cc-es-mct-019/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"20","🔎 CONTINUACIÓN DE​ REVISIÓN

La​ revisión de​ selección de​ tarjeta está​ lista. Abre​ la página​ y confirma​ la siguiente​ acción.","","","🔎 ABRIR TARJETA","https://helixenit.net/heli-mx-cc-es-mct-020/?utm_source=mct&utm_medium=g005-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
