"MESSAGE ID","TEXT","DESCRIPTION","IMAGE","CTA 1","LINK 1","CTA 2","LINK 2","TEXT 2","APPROVAL"
"11","📋 ESTADO LISTO​

Tu compatibilidad​ de tarjeta​ tiene un​ resultado disponible.​ Abre la​ actualización para​ revisar los​ detalles.","","","📋 ABRIR ESTADO","https://financeadx.com/fax-ar-cc-es-mct-007/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"12","✅ PERFIL COMPATIBLE​

La página​ de revisión​ de solicitud​ está lista.​ Continúa allí​ para confirmar​ la información​ de tarjeta.​","","","✅ REVISAR PERFIL","https://financeadx.com/fax-ar-cc-es-mct-008/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"13","🔎 CONSULTA ABIERTA​

Hay una​ actualización de​ estado de​ tarjeta esperando.​ Abre la​ página y​ revisa el​ camino disponible.​","","","🔎 VER COMPATIBILIDAD","https://financeadx.com/fax-ar-cc-es-mct-009/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"14","📌 SOLICITUD EN​ REVISIÓN

Tu​ perfil de​ tarjeta tiene​ una nueva​ revisión de​ opciones. Mira​ los detalles​ antes de​ continuar.","","","📌 CONSULTAR OPCIONES","https://financeadx.com/fax-ar-cc-es-mct-010/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"15","🔔 PASO​ DE CONFIRMACIÓN​

El flujo​ de recomendación​ de tarjeta​ tiene un​ resultado listo.​ Revisa los​ detalles antes​ de continuar.​","","","🔔 VER ACTUALIZACIÓN","https://financeadx.com/fax-ar-cc-es-mct-010-2/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"16","📄 OPCIONES ABIERTAS​

Hay un​ resultado de​ revisión de​ tarjeta disponible.​ Abre la​ actualización y​ mira la​ siguiente indicación.​","","","📄 ABRIR DETALLES","https://financeadx.com/fax-ar-cc-es-mct-011/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"17","💬 REVISIÓN DE​ PERFIL

La​ página de​ opciones de​ tarjeta está​ lista para​ una revisión​ rápida. Continúa​ desde la​ pantalla de​ revisión.","","","💬 VER RESPUESTA","https://financeadx.com/fax-ar-cc-es-mct-012/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"18","💳 SELECCIÓN DE​ TARJETA

El​ estado de​ la solicitud​ de tarjeta​ cambió a​ un paso​ de revisión.​ Abre la​ página para​ verificarlo.","","","💳 CONTINUAR REVISIÓN","https://financeadx.com/fax-ar-cc-es-mct-012-2/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"19","📋 PERFIL​ ACTUALIZADO

El​ flujo de​ recomendación de​ tarjeta tiene​ un resultado​ listo. Revisa​ los detalles​ antes de​ continuar.","","","📋 VER RESULTADO","https://financeadx.com/fax-ar-cc-es-mct-013/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
"20","✅ RESULTADO DISPONIBLE​

La revisión​ de tu​ perfil de​ tarjeta tiene​ otro paso​ abierto. Consulta​ la actualización​ para continuar.​","","","✅ REVISAR OPCIONES","https://financeadx.com/fax-ar-cc-es-mct-013-2/?utm_source=mct&utm_medium=g006-d&utm_campaign=[utm_campaign]&utm_content=[utm_content]","","","",""
