source_drive_id,source_relative_path,current_filename,reason
1Rp49QblRnkXvYQpynRamBqWsnQdxqNQ3,UPLOAD_CANVAS/cartao de credito/videos/feed/06 - Feed Alemao__DAGxfV0gKOM.mp4,06 - Feed Alemao__DAGxfV0gKOM.mp4,NONCANONICAL_RAW
1Q6rXXgA22AH73aZXAOZq9IgtV4UqR5Sp,UPLOAD_CANVAS/cartao de credito/videos/feed/06 - feed alemao__DAGxfYtsqy4.mp4,06 - feed alemao__DAGxfYtsqy4.mp4,NONCANONICAL_RAW
1EQ-FQoK-uRkoq2aD_ksMj9Jo1Sw7pyOv,UPLOAD_CANVAS/cartao de credito/videos/feed/46 - Feed alemanha.mp4,46 - Feed alemanha.mp4,NONCANONICAL_RAW
1q91dlTObgOfNNkubyVgbrw5u6N7Lm8RP,UPLOAD_CANVAS/cartao de credito/videos/feed/47 - Feed alemanha.mp4,47 - Feed alemanha.mp4,NONCANONICAL_RAW
1CqAZDZc-8VJ5awtwW_jiDlK9uewH2N7R,UPLOAD_CANVAS/cartao de credito/videos/feed/48 - Feed alemanha.mp4,48 - Feed alemanha.mp4,NONCANONICAL_RAW
11Mpm5kY96bnw-RW_W5oTazheMUxLiIdM,UPLOAD_CANVAS/cartao de credito/videos/feed/58 - Feed ingles__DAGeMxeVT7s.mp4,58 - Feed ingles__DAGeMxeVT7s.mp4,NONCANONICAL_RAW
1PMwQfKAFiuvqCchCzXxGmN6QW_8sM-Xn,UPLOAD_CANVAS/cartao de credito/videos/feed/Copia de 21 - Feed Alemao__DAGxfWb6zaw.mp4,Copia de 21 - Feed Alemao__DAGxfWb6zaw.mp4,NONCANONICAL_RAW
10lFOzjwsBsXQ7vVwJOtSFoJZ-WCjNQVL,UPLOAD_CANVAS/cartao de credito/videos/stories/01 - FILME - Story Espanhol__DAHJd0mC5MI.mp4,01 - FILME - Story Espanhol__DAHJd0mC5MI.mp4,NONCANONICAL_RAW
1VRUiT2lBpi84-EXvFCZpe5lBE6jifVa2,UPLOAD_CANVAS/cartao de credito/videos/stories/01 - IA - Story AFRICA SUL__DAHGTye3QNI.mp4,01 - IA - Story AFRICA SUL__DAHGTye3QNI.mp4,NONCANONICAL_RAW
1Foyq97vN6m6V_q6BWGQVULvKo6-1BrNo,UPLOAD_CANVAS/cartao de credito/videos/stories/01 - IA - Story Ingles GB.mp4,01 - IA - Story Ingles GB.mp4,NONCANONICAL_RAW
1hvZdvw7LATo8GEVvhGLbyiP8yYOVTJZN,UPLOAD_CANVAS/cartao de credito/videos/stories/01 - Story alemao AUDIO__DAGsxQ_z4Xk.mp4,01 - Story alemao AUDIO__DAGsxQ_z4Xk.mp4,NONCANONICAL_RAW
14cdGSBH2CgURh-fZwOslEdRJAAIzDeIL,UPLOAD_CANVAS/cartao de credito/videos/stories/01 Trabalho - Story (ingles)__DAGfBKPJSC8.mp4,01 Trabalho - Story (ingles)__DAGfBKPJSC8.mp4,NONCANONICAL_RAW;VERTICAL_REVIEW
1SohrB7w4NMHz3mpiXEKDSoSYT3Duk9Xl,UPLOAD_CANVAS/cartao de credito/videos/stories/02 - FILME - Story Espanhol__DAHJd58WuxY.mp4,02 - FILME - Story Espanhol__DAHJd58WuxY.mp4,NONCANONICAL_RAW
1h6B8D7axPPW-_zR1pfbcl64ZkBf66Sf2,UPLOAD_CANVAS/cartao de credito/videos/stories/02 - IA - Story AFRICA SUL__DAHGT_dg6RE.mp4,02 - IA - Story AFRICA SUL__DAHGT_dg6RE.mp4,NONCANONICAL_RAW
1J8vG19muUDcJzEnrS-SVdhmx_PmwmNOM,UPLOAD_CANVAS/cartao de credito/videos/stories/02 - IA - Story Ingles GB.mp4,02 - IA - Story Ingles GB.mp4,NONCANONICAL_RAW
1CFwUVtuOrqYU_VrM3h_7gSF7hHI4fIgT,UPLOAD_CANVAS/cartao de credito/videos/stories/02 - Story Alemao AUDIO__DAGsxexnW9U.mp4,02 - Story Alemao AUDIO__DAGsxexnW9U.mp4,NONCANONICAL_RAW
1OZAF7WfPEKnWBkTPHjUXzY5-lOqZ6dM9,UPLOAD_CANVAS/cartao de credito/videos/stories/03 - IA - Story Alemanha__DAHGG7rzWkw.mp4,03 - IA - Story Alemanha__DAHGG7rzWkw.mp4,NONCANONICAL_RAW
1x5u-aYzJJfTI2RIwpuNvgh8UCJSN7j3F,UPLOAD_CANVAS/cartao de credito/videos/stories/03 - IA - Story Ingles GB.mp4,03 - IA - Story Ingles GB.mp4,NONCANONICAL_RAW
13RawObyTcTW4FRlE2cZFESbnu62MMD15,UPLOAD_CANVAS/cartao de credito/videos/stories/03 - Story Alemao AUDIO__DAGsxdV15lk.mp4,03 - Story Alemao AUDIO__DAGsxdV15lk.mp4,NONCANONICAL_RAW
1j1zV5I3MA9z4AaG90wUiTXM4waSxYbOl,UPLOAD_CANVAS/cartao de credito/videos/stories/04 - IA - Story GB ingles__DAHGCWYuEmY.mp4,04 - IA - Story GB ingles__DAHGCWYuEmY.mp4,NONCANONICAL_RAW
1J6CJX3w4zEc4jbaHl7iixQBzDe5ju9t6,UPLOAD_CANVAS/cartao de credito/videos/stories/04 - IA - Story Ingles GB.mp4,04 - IA - Story Ingles GB.mp4,NONCANONICAL_RAW
164goo8ly2OIcQRG7180S71vdzEdl6F_F,UPLOAD_CANVAS/cartao de credito/videos/stories/05 - IA - Story Alemao.mp4,05 - IA - Story Alemao.mp4,NONCANONICAL_RAW
1KIp33ls2UPZ0RyGGvWCMSkmvuXxMmncI,UPLOAD_CANVAS/cartao de credito/videos/stories/05 - IA - Story GB ingles__DAHGCZj48MA.mp4,05 - IA - Story GB ingles__DAHGCZj48MA.mp4,NONCANONICAL_RAW
14-HkyO582pZqaHYX8LUrn_yC3c-bHjxk,UPLOAD_CANVAS/cartao de credito/videos/stories/05 - IA - Story Ingles GB.mp4,05 - IA - Story Ingles GB.mp4,NONCANONICAL_RAW
1GPKeZocTyBVdsFiGt72MSXLtwV5LFJXi,UPLOAD_CANVAS/cartao de credito/videos/stories/05 - Story Alemao__DAGxfAap0UM.mp4,05 - Story Alemao__DAGxfAap0UM.mp4,NONCANONICAL_RAW
1BXAiiRbVZm0zrS7sSH4NhM_FkYfzv44N,UPLOAD_CANVAS/cartao de credito/videos/stories/05 - Story alemao__DAGxfGOgfGU.mp4,05 - Story alemao__DAGxfGOgfGU.mp4,NONCANONICAL_RAW
1HEj4yRCdaystKkwG5gYYByhZQqGOw9lj,UPLOAD_CANVAS/cartao de credito/videos/stories/05 - Story Alemao__DAGxfJqWX4I.mp4,05 - Story Alemao__DAGxfJqWX4I.mp4,NONCANONICAL_RAW
1sPfXhG_zqTgZl0RFLNkqxVQpfJHbuRgs,UPLOAD_CANVAS/cartao de credito/videos/stories/06 - IA - Story Alemao.mp4,06 - IA - Story Alemao.mp4,NONCANONICAL_RAW
14bNYNGPU74IDEJ552hJvM7dqgPwd6ODi,UPLOAD_CANVAS/cartao de credito/videos/stories/07 - IA - Story (Alemao)__DAHANC4Uq10.mp4,07 - IA - Story (Alemao)__DAHANC4Uq10.mp4,NONCANONICAL_RAW
1dobW2rFyKd5jIGUx0Ps-rRMHRhC5RoFv,UPLOAD_CANVAS/cartao de credito/videos/stories/08 - IA - Story Espanhol__DAHEbhhvKiQ.mp4,08 - IA - Story Espanhol__DAHEbhhvKiQ.mp4,NONCANONICAL_RAW
1XNHD7GXWmbuRtLhXP8zCaiVRRJ_tiBK1,UPLOAD_CANVAS/cartao de credito/videos/stories/09 - IA - Story (Mexico) +2 RM GP Story há 2 meses.mp4,09 - IA - Story (Mexico) +2 RM GP Story há 2 meses.mp4,NONCANONICAL_RAW
1I6SiZ895DsSggg8KxvjRf1ponKJDkBqQ,UPLOAD_CANVAS/cartao de credito/videos/stories/09 - IA - Story Espanhol__DAHEcIDdKWQ.mp4,09 - IA - Story Espanhol__DAHEcIDdKWQ.mp4,NONCANONICAL_RAW
1dhwEQ2IwXMmgxfldT3XsN2pBD70PH99L,UPLOAD_CANVAS/cartao de credito/videos/stories/09 - IA - Story Mexico__DAHFbtG9ADQ.mp4,09 - IA - Story Mexico__DAHFbtG9ADQ.mp4,NONCANONICAL_RAW
1wYAggIqSt1CV9A8FFreWoncCc4mxDiXF,UPLOAD_CANVAS/cartao de credito/videos/stories/09 - Story (alemanha) +2 RM GP Story há 1 ano.mp4,09 - Story (alemanha) +2 RM GP Story há 1 ano.mp4,NONCANONICAL_RAW
1KZAtlTKbSC6u44A6sO3tSrgNhyLrwGFU,UPLOAD_CANVAS/cartao de credito/videos/stories/09 - Story (alemanha)__DAGScwbKPCY.mp4,09 - Story (alemanha)__DAGScwbKPCY.mp4,NONCANONICAL_RAW
12KjJlk_9YBM1gakQVF5xI3ufp2HGiZ4A,UPLOAD_CANVAS/cartao de credito/videos/stories/10 - IA - Story Espanhol__DAHEcC4wOD8.mp4,10 - IA - Story Espanhol__DAHEcC4wOD8.mp4,NONCANONICAL_RAW
1M95IoE1Co73_DS7Q-FS2OCc_vtNmUQLn,UPLOAD_CANVAS/cartao de credito/videos/stories/10 - Story (alemanha) +2 RM GP Story há 1 ano.mp4,10 - Story (alemanha) +2 RM GP Story há 1 ano.mp4,NONCANONICAL_RAW
1FNWRDV3srprhp-3haysyNZjavNg56UCo,UPLOAD_CANVAS/cartao de credito/videos/stories/10 - Story (alemanha)__DAGS7NHD-Yc.mp4,10 - Story (alemanha)__DAGS7NHD-Yc.mp4,NONCANONICAL_RAW
1ZCwvdd6TuVha4T5osXuGKuZxdvZ2RYhr,UPLOAD_CANVAS/cartao de credito/videos/stories/11 - Story (alemanha)__DAGS7GgV7iw.mp4,11 - Story (alemanha)__DAGS7GgV7iw.mp4,NONCANONICAL_RAW
1wPVXa3NmhUAETibrDZJofNw9ryw2ZOo-,UPLOAD_CANVAS/cartao de credito/videos/stories/13 - IA - Story GB ingles__DAHGC5ahHks.mp4,13 - IA - Story GB ingles__DAHGC5ahHks.mp4,NONCANONICAL_RAW
1Z9vxdLICOH61LaMskSMmmeJsg0Mw--2o,UPLOAD_CANVAS/cartao de credito/videos/stories/14 - IA - Story Espanhol__DAHEi-Nvnc0.mp4,14 - IA - Story Espanhol__DAHEi-Nvnc0.mp4,NONCANONICAL_RAW
13yY_KgI7fXXzF_2Tx7bNI9foq5eP9jMU,UPLOAD_CANVAS/cartao de credito/videos/stories/14 - IA - Story GB ingles__DAHGC9hLIVY.mp4,14 - IA - Story GB ingles__DAHGC9hLIVY.mp4,NONCANONICAL_RAW
1KxI7CSUgnqI-IlEoILA23yS66klU3VKi,UPLOAD_CANVAS/cartao de credito/videos/stories/14 - IA - Story Ingles__DAHBCxfb2Lc.mp4,14 - IA - Story Ingles__DAHBCxfb2Lc.mp4,NONCANONICAL_RAW
1gOh2vqT4vPzw2Ri2vM7kGGMQtqmTSDFs,UPLOAD_CANVAS/cartao de credito/videos/stories/15 - IA - Story Espanhol__DAHEi-9yRh4.mp4,15 - IA - Story Espanhol__DAHEi-9yRh4.mp4,NONCANONICAL_RAW
1w3lNsUP81CmVENrgmADP4fNYHT8laGpt,UPLOAD_CANVAS/cartao de credito/videos/stories/15 - IA - Story Mexico__DAHFcoYzl48.mp4,15 - IA - Story Mexico__DAHFcoYzl48.mp4,NONCANONICAL_RAW
1E9mG3wcfN9aPSeASv1r-mu1CYbNrf-zF,UPLOAD_CANVAS/cartao de credito/videos/stories/16 - IA - Story GB ingles__DAHGFY50WCI.mp4,16 - IA - Story GB ingles__DAHGFY50WCI.mp4,NONCANONICAL_RAW
1PFohHRc6uxkcsiniTc4Y0gZbuGSM_k26,UPLOAD_CANVAS/cartao de credito/videos/stories/17 - IA - Story GB ingles__DAHGFgwdgbs.mp4,17 - IA - Story GB ingles__DAHGFgwdgbs.mp4,NONCANONICAL_RAW
1z_W0mYkD_WhkODTo8_twIwIcwwSu-FBU,UPLOAD_CANVAS/cartao de credito/videos/stories/18 - IA - Story GB ingles.mp4,18 - IA - Story GB ingles.mp4,NONCANONICAL_RAW
1zUJZxzOcgAdF3j3DqXNgZ8_DpxNEqW4a,UPLOAD_CANVAS/cartao de credito/videos/stories/18 - Story ingles__DAHCMud9RN8.mp4,18 - Story ingles__DAHCMud9RN8.mp4,NONCANONICAL_RAW
1jS7DA8ONS9EM9zzyydQJtnAMnkqtXBV9,UPLOAD_CANVAS/cartao de credito/videos/stories/19 - IA - Story GB ingles__DAHGLsKWs9U.mp4,19 - IA - Story GB ingles__DAHGLsKWs9U.mp4,NONCANONICAL_RAW
1skhHWC6XtzJTw75c7ijkMxvHuKCGAXS0,UPLOAD_CANVAS/cartao de credito/videos/stories/20 - IA - Story GB ingles__DAHGC-huWFY.mp4,20 - IA - Story GB ingles__DAHGC-huWFY.mp4,NONCANONICAL_RAW
1yD7J4BXuYla7i3qbhHzvjE35st11Oo0z,UPLOAD_CANVAS/cartao de credito/videos/stories/21 - Story (espanhol) +2 RM GP Story há 9 meses.mp4,21 - Story (espanhol) +2 RM GP Story há 9 meses.mp4,NONCANONICAL_RAW
1kwQIXfh0KZkIgwcpWi7v5k5y3Vi88wrp,UPLOAD_CANVAS/cartao de credito/videos/stories/21 - Story (espanhol)__DAGS7CfdQlk.mp4,21 - Story (espanhol)__DAGS7CfdQlk.mp4,NONCANONICAL_RAW
1y-B2rA0cUwWWmFxY8mAGuf8bxC0VFYIk,UPLOAD_CANVAS/cartao de credito/videos/stories/21 - Story alemao__DAGT9O61xJs.mp4,21 - Story alemao__DAGT9O61xJs.mp4,NONCANONICAL_RAW
1OkQMN6TXlb3YkQjbSb7WoOyVi2DQvRcs,UPLOAD_CANVAS/cartao de credito/videos/stories/26 - IA - Story Espanhol__DAHGfF3dCyw.mp4,26 - IA - Story Espanhol__DAHGfF3dCyw.mp4,NONCANONICAL_RAW
1Zc2aq1k92yqHFG04BG48Vu59J9tURD-G,UPLOAD_CANVAS/cartao de credito/videos/stories/26 - IA - Story Mexico__DAHFvyM6Uxg.mp4,26 - IA - Story Mexico__DAHFvyM6Uxg.mp4,NONCANONICAL_RAW
1lBG3CBNyeHt5Fgo9V46AIo_yPiNe-e3u,UPLOAD_CANVAS/cartao de credito/videos/stories/27 - IA - Story Espanhol__DAHGfPibX80.mp4,27 - IA - Story Espanhol__DAHGfPibX80.mp4,NONCANONICAL_RAW
16F-nLAS-QSvef0eAiH_U1Bz2bGlf9d-s,UPLOAD_CANVAS/cartao de credito/videos/stories/28 - IA - Story Espanhol__DAHGfQwzENk.mp4,28 - IA - Story Espanhol__DAHGfQwzENk.mp4,NONCANONICAL_RAW
1pDzRyen4dCzKRieJdM5qG_YcXDgf1HfC,UPLOAD_CANVAS/cartao de credito/videos/stories/28 - Story ( ingles )__DAGWOtoC0kI.mp4,28 - Story ( ingles )__DAGWOtoC0kI.mp4,NONCANONICAL_RAW
1DA8cdmu0TQVYi3u2UnXWVCzUwAoaFJ-4,UPLOAD_CANVAS/cartao de credito/videos/stories/30 - Story Alemao__DAGx7hH1UQI.mp4,30 - Story Alemao__DAGx7hH1UQI.mp4,NONCANONICAL_RAW
1x7_NZG8ke4i_pRA7tnlUGq6z4U0X1dmY,UPLOAD_CANVAS/cartao de credito/videos/stories/30 - Story Alemao__DAGx7loSK08.mp4,30 - Story Alemao__DAGx7loSK08.mp4,NONCANONICAL_RAW
1IHgNQ15ElwiPfsMlgJGctJOtKbj1ZImO,UPLOAD_CANVAS/cartao de credito/videos/stories/30 - Story alemao__DAGx7rP4mEU.mp4,30 - Story alemao__DAGx7rP4mEU.mp4,NONCANONICAL_RAW
1JTqINx6_lYD-wAwB23G-89wSgBPfhuRU,UPLOAD_CANVAS/cartao de credito/videos/stories/32 - IA Espanhol - Story KELLY Espanhol__DAHIPahidfc.mp4,32 - IA Espanhol - Story KELLY Espanhol__DAHIPahidfc.mp4,NONCANONICAL_RAW
1py-z3nTs1OF0ptsTaoGQK8cjklApD1fP,UPLOAD_CANVAS/cartao de credito/videos/stories/33 - IA - Story Espanhol__DAHIPY0rVuM.mp4,33 - IA - Story Espanhol__DAHIPY0rVuM.mp4,NONCANONICAL_RAW
1UX-EEobYKCCyJYbdPOrTfZA1E4Dtp8KV,UPLOAD_CANVAS/cartao de credito/videos/stories/35 - IA - Story Ingles__DAHD7rtLxS4.mp4,35 - IA - Story Ingles__DAHD7rtLxS4.mp4,NONCANONICAL_RAW
1ojMGXR0KvHmRlX_JDBpCGNTgyd8n0652,UPLOAD_CANVAS/cartao de credito/videos/stories/36 - Story (ingles)__DAGYHFL6amw.mp4,36 - Story (ingles)__DAGYHFL6amw.mp4,NONCANONICAL_RAW
1A0z1DENzGY2TGn_Q0SKkjTgd-ed38fvE,UPLOAD_CANVAS/cartao de credito/videos/stories/40 - IA - Story Ingles.mp4,40 - IA - Story Ingles.mp4,NONCANONICAL_RAW
1Vl5pWx31Y1tH_ZQnaryWMlummajmmbWc,UPLOAD_CANVAS/cartao de credito/videos/stories/40 - IA - Story Mexico__DAHGGRXYFdY.mp4,40 - IA - Story Mexico__DAHGGRXYFdY.mp4,NONCANONICAL_RAW
1fPTxUjs1s7j5fzYVA3ygd93tKKV82buc,UPLOAD_CANVAS/cartao de credito/videos/stories/41 - IA - Story Espanhol__DAHIQUnPPAk.mp4,41 - IA - Story Espanhol__DAHIQUnPPAk.mp4,NONCANONICAL_RAW
11KcqGaC1UyFeQcca3GOxf22-ErLEiQSi,UPLOAD_CANVAS/cartao de credito/videos/stories/42 - IA - Story Espanhol__DAHIQeHhzZ8.mp4,42 - IA - Story Espanhol__DAHIQeHhzZ8.mp4,NONCANONICAL_RAW
1fYvcraDGAEDZVP0Oo4QNf64aZIg3PPaJ,UPLOAD_CANVAS/cartao de credito/videos/stories/42 - Story (ingles)__DAGYMNBVfqo.mp4,42 - Story (ingles)__DAGYMNBVfqo.mp4,NONCANONICAL_RAW
1Fae6k2NrPQOMuNVQuxzdjj1LRNu_XIqg,UPLOAD_CANVAS/cartao de credito/videos/stories/43 - IA - Story Espanhol__DAHIQRJvodY.mp4,43 - IA - Story Espanhol__DAHIQRJvodY.mp4,NONCANONICAL_RAW
1hh59nIzuKANOVJ1ZV89mS9UUe1vAjRz4,UPLOAD_CANVAS/cartao de credito/videos/stories/43 - Story (ingles)__DAGdn3dxHho.mp4,43 - Story (ingles)__DAGdn3dxHho.mp4,NONCANONICAL_RAW
1TlSlHxBcqBx28sGhPkyw-b07J6v9GS1O,UPLOAD_CANVAS/cartao de credito/videos/stories/44 - IA - Story Espanhol__DAHIXBLEnN0.mp4,44 - IA - Story Espanhol__DAHIXBLEnN0.mp4,NONCANONICAL_RAW
1fSx1fL_4g2k8cQfWl4NuwlBxlOMNuUfi,UPLOAD_CANVAS/cartao de credito/videos/stories/45 - IA - Story Espanhol__DAHIXI_HCKY.mp4,45 - IA - Story Espanhol__DAHIXI_HCKY.mp4,NONCANONICAL_RAW
1wbY8CaO9xvPMkaIs1qi_b33aVeXgj1KW,UPLOAD_CANVAS/cartao de credito/videos/stories/46 - IA - Story Espanhol__DAHIXMK4iDE.mp4,46 - IA - Story Espanhol__DAHIXMK4iDE.mp4,NONCANONICAL_RAW
1pazE1PKmJmGWY4mzeCMbPNMp3x8D9jAO,UPLOAD_CANVAS/cartao de credito/videos/stories/46 - Story alemanha.mp4,46 - Story alemanha.mp4,NONCANONICAL_RAW
1KksG_rl29ootEC4o9wIBfb2xSxork5Bq,UPLOAD_CANVAS/cartao de credito/videos/stories/46- Story (ingles)__DAGYMemNPJg.mp4,46- Story (ingles)__DAGYMemNPJg.mp4,NONCANONICAL_RAW
1kZIvJSHX3zVMyKM4is2pZoOw804tu9lx,UPLOAD_CANVAS/cartao de credito/videos/stories/47 - Story alemanha.mp4,47 - Story alemanha.mp4,NONCANONICAL_RAW
1371McC3uYz8Ty99BkVcawrgBAe6bvIlb,UPLOAD_CANVAS/cartao de credito/videos/stories/48 - Story alemanha.mp4,48 - Story alemanha.mp4,NONCANONICAL_RAW
1agIQObKajRTnKt0_600CtNunXzYkPMDZ,UPLOAD_CANVAS/cartao de credito/videos/stories/49 - IA - Story Ingles__DAHEO9NEgak.mp4,49 - IA - Story Ingles__DAHEO9NEgak.mp4,NONCANONICAL_RAW
1CjGlEh8Raij3Z3nHhCbTTW_Gz4i_xCfD,UPLOAD_CANVAS/cartao de credito/videos/stories/51- Story Alemao__DAG2itBk900.mp4,51- Story Alemao__DAG2itBk900.mp4,NONCANONICAL_RAW
15SNWwXF5OoaRElSBI-F2GaoGJH5WklK5,UPLOAD_CANVAS/cartao de credito/videos/stories/51- Story Espanhol__DAG2EU1qgFc.mp4,51- Story Espanhol__DAG2EU1qgFc.mp4,NONCANONICAL_RAW
1usWFWAU8RH9xRwweuxt8ESmmPLgwQ0_U,UPLOAD_CANVAS/cartao de credito/videos/stories/54 - Story Ingles__DAGp3YSgGY8.mp4,54 - Story Ingles__DAGp3YSgGY8.mp4,NONCANONICAL_RAW
1OH3v5TnUbLghoH8PTRrvZ7yYiMYD85o8,UPLOAD_CANVAS/cartao de credito/videos/stories/55 - Story Ingles__DAGp3fvVhEk.mp4,55 - Story Ingles__DAGp3fvVhEk.mp4,NONCANONICAL_RAW
1bar09Tdr3hTNQtJCvDbtWL7C1y6-noU9,UPLOAD_CANVAS/cartao de credito/videos/stories/55 - Story ingles.mp4,55 - Story ingles.mp4,NONCANONICAL_RAW
18MHSNex8Gv1dkXPF8r6MwZbnmvoO__FY,UPLOAD_CANVAS/cartao de credito/videos/stories/56 - Story Ingles__DAGp3a8UD0E.mp4,56 - Story Ingles__DAGp3a8UD0E.mp4,NONCANONICAL_RAW
1Pw_Hfx1TMDNLhjYU4bFvC5Evq1EaRU0W,UPLOAD_CANVAS/cartao de credito/videos/stories/58- Story ingles__DAGYkiHPARs.mp4,58- Story ingles__DAGYkiHPARs.mp4,NONCANONICAL_RAW
1E2PhBAb-McSypsuCQ9E7b1KMvwqgKTuW,UPLOAD_CANVAS/cartao de credito/videos/stories/62 - Story (ingles) +2 RM GP Story há 1 ano.mp4,62 - Story (ingles) +2 RM GP Story há 1 ano.mp4,NONCANONICAL_RAW
1vy9nbI81nkv-aQc5WB5p2p00WT6SHWnK,UPLOAD_CANVAS/cartao de credito/videos/stories/62 - Story (ingles)__DAGYnZFfeso.mp4,62 - Story (ingles)__DAGYnZFfeso.mp4,NONCANONICAL_RAW
1IJKvd_j5JSp1EaZ7bCTg7-FoAJuwv5MW,UPLOAD_CANVAS/cartao de credito/videos/stories/65 - IA - Story Ingles__DAHEcAc8fD4.mp4,65 - IA - Story Ingles__DAHEcAc8fD4.mp4,NONCANONICAL_RAW
1ldtnUAaRy3SoaToDwPM9xGHVxw3dO_4Y,UPLOAD_CANVAS/cartao de credito/videos/stories/67 - Story (Ingles)__DAGz6hZsRZ8.mp4,67 - Story (Ingles)__DAGz6hZsRZ8.mp4,NONCANONICAL_RAW
1QfOUmFuQWPEhZyfSB0PAVSlago3sZFMQ,UPLOAD_CANVAS/cartao de credito/videos/stories/70 - IA - Story Ingles.mp4,70 - IA - Story Ingles.mp4,NONCANONICAL_RAW
1lfmV5bLjUE0LDhVuCNmIUO6edDCL4H8-,UPLOAD_CANVAS/cartao de credito/videos/stories/70 - Story ingles__DAGeNHlN4fc.mp4,70 - Story ingles__DAGeNHlN4fc.mp4,NONCANONICAL_RAW
1epLc_shEKIhDmWOI4OG7bRGcLSmZshQv,UPLOAD_CANVAS/cartao de credito/videos/stories/75 - Story Espanhol__DAG3qgFlat8.mp4,75 - Story Espanhol__DAG3qgFlat8.mp4,NONCANONICAL_RAW
1ZzDMZ0J94TFceSUi6u7NHfbcyJoTPz03,UPLOAD_CANVAS/cartao de credito/videos/stories/78 - IA - Story Ingles__DAHEyq1QsWY.mp4,78 - IA - Story Ingles__DAHEyq1QsWY.mp4,NONCANONICAL_RAW
1xiaKEl3PkLLEzIHK4ss7phNFNBToBnZ0,UPLOAD_CANVAS/cartao de credito/videos/stories/80 - IA - Story Ingles__DAHEymEDHus.mp4,80 - IA - Story Ingles__DAHEymEDHus.mp4,NONCANONICAL_RAW
1ZZEuibw9rNYS3eG_jeqwmAF23T0JzVKQ,UPLOAD_CANVAS/cartao de credito/videos/stories/80 - story espanhol__DAG-6EIG67A.mp4,80 - story espanhol__DAG-6EIG67A.mp4,NONCANONICAL_RAW
14JcD8slyA-SkWtf5wycQ5bKIMGERK8Jq,UPLOAD_CANVAS/cartao de credito/videos/stories/82 - IA - Story Ingles__DAHEy46gSsk.mp4,82 - IA - Story Ingles__DAHEy46gSsk.mp4,NONCANONICAL_RAW
1T4IL1hOpwmQf9Zy0T-GIluNu8Xvo4TXZ,UPLOAD_CANVAS/cartao de credito/videos/stories/88 - Story Ingles__DAG92aQ5cwI.mp4,88 - Story Ingles__DAG92aQ5cwI.mp4,NONCANONICAL_RAW
12qZrHnrKbHRT8nQGhvzS7ZHQYL5xj30T,UPLOAD_CANVAS/cartao de credito/videos/stories/89 - Story Ingles__DAG92YWG0PM.mp4,89 - Story Ingles__DAG92YWG0PM.mp4,NONCANONICAL_RAW
