group_id,group_size,suggested_action,drive_id,filename,size,width,height,md5,pixel_hash,thumb_path
VG0004,3,TRASH_DUPLICATE,1GYOJIpHCN4Ac28XJDXzaYkjKPYtTBdbP,09 - Feed (alemanha) +2 RM GP 1080 px × 1080 px há 1 ano.png,302102,1080,1080,08d6220e4a9bfcedb0b5dee073c68d25,b30640914dd6e6df4c2b0e1a3b7d1e3593d77dcdab58e9f71381b14a6c730380,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/b30ea1d7e28829b9.jpg
VG0004,3,TRASH_DUPLICATE,1T4TbfX8SN9UPuIhdLUOmtInaHHqOqdm7,09 - Feed (alemanha)__DAGSc0eVkGQ.png,302102,1080,1080,9fda3a1b8f0dc8afe2787d469708a8a9,b30640914dd6e6df4c2b0e1a3b7d1e3593d77dcdab58e9f71381b14a6c730380,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/f916d66f6320b96c.jpg
VG0004,3,KEEP,1JnnBMeaTBJolIlqNEsuiQWvxWk8u9m0L,09 - Feed alemanha__DAGSc0eVkGQ.png,302102,1080,1080,9fda3a1b8f0dc8afe2787d469708a8a9,b30640914dd6e6df4c2b0e1a3b7d1e3593d77dcdab58e9f71381b14a6c730380,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/58a0106010fa481a.jpg
VG0005,3,TRASH_DUPLICATE,1tED2eTNWnxgvdifFfsJdV_MjnnCJ8A5G,10 - Feed (alemanha) +2 RM GP 1080 px × 1080 px há 1 ano.png,360924,1080,1080,c2b1e7522c3e36af18b223a067e73b1c,d08790619d2de00ede2741d81f67a419d4306b5b0e3011906583911bde5b3634,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/50534b62c88b1cc6.jpg
VG0005,3,TRASH_DUPLICATE,1YTRpoN1vMsskVYrIyAzwga_Nm4XjWAtD,10 - Feed (alemanha)__DAGS7LDcKpg.png,360924,1080,1080,ba7bdfd4f035d0dba119742033df0cbe,d08790619d2de00ede2741d81f67a419d4306b5b0e3011906583911bde5b3634,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/97ed042b608106e5.jpg
VG0005,3,KEEP,1p2y-wfaPAIzOxvV-BN33e-aL0sMfvd2k,10 - Feed alemanha__DAGS7LDcKpg.png,360924,1080,1080,ba7bdfd4f035d0dba119742033df0cbe,d08790619d2de00ede2741d81f67a419d4306b5b0e3011906583911bde5b3634,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/05edbdc7c211e1ab.jpg
VG0006,3,TRASH_DUPLICATE,1eaY3AuT2Y0Iax_c6NldVuQwCiVl-MxCU,11 - Feed (alemanha) +2 RM GP 1080 px × 1080 px há 1 ano.png,273666,1080,1080,1b074d6e0a817ed96b1cafe55fdb55fe,f87f7e50054a63251e1f984983896145735a57922d4cc458de3c51b80c8c5d2a,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/925abcb7a1a0d046.jpg
VG0006,3,TRASH_DUPLICATE,1HrErulQLYzztpKJKcHx4gTe0oj3mzBxq,11 - Feed (alemanha)__DAGS7BtAVDM.png,273666,1080,1080,aa462f3493a0da5ab9b9771259f76d26,f87f7e50054a63251e1f984983896145735a57922d4cc458de3c51b80c8c5d2a,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/28a20439ab19fc6e.jpg
VG0006,3,KEEP,1NgBzP5trKVew-2Ly1mwVrOFcfqm9GUAm,11 - Feed alemanha__DAGS7BtAVDM.png,273666,1080,1080,aa462f3493a0da5ab9b9771259f76d26,f87f7e50054a63251e1f984983896145735a57922d4cc458de3c51b80c8c5d2a,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/202dca9402babc66.jpg
VG0007,3,TRASH_DUPLICATE,1-uOJuv1C5lQBVoTDEueg_TWAsggJ5j6C,11- Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,243669,1080,1080,10815d97e57d09455248a5120c12c46e,2314653f38538b5936d2de82da4f644930fee3d40b52982d72854e4c3ee36aa9,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/7b6fbee60fab754f.jpg
VG0007,3,TRASH_DUPLICATE,1uU2LNUOeztPDijaa99ijzOZgtDXjlH9D,11- Feed (ingles)__DAGVqXLzo2Y.png,243669,1080,1080,b8c6fb287ffffcfca2c30a3ce6293728,2314653f38538b5936d2de82da4f644930fee3d40b52982d72854e4c3ee36aa9,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/5a1a2e52840cff62.jpg
VG0007,3,KEEP,1hR6zY-qJw98PIXs2R4gqpQ3tbzeYmpb6,11- Feed ingles__DAGVqXLzo2Y.png,243669,1080,1080,b8c6fb287ffffcfca2c30a3ce6293728,2314653f38538b5936d2de82da4f644930fee3d40b52982d72854e4c3ee36aa9,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/86042ffa991853db.jpg
VG0008,3,TRASH_DUPLICATE,1u1HdUXcmWVVDkJ7aWFJf-sQgW4uiqRsR,12- Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,252910,1080,1080,4900ddeb91dfa5de5b5b6e0ba4bf78f2,2e923a3498fe0780f00b3a5516a3240fa661c90d3c114c64850dfad664ce05b0,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/9f1dc377cbb91bfb.jpg
VG0008,3,TRASH_DUPLICATE,1jEy6vD_hJrQdqPpfSF4WFdcD5tGBRsQu,12- Feed (ingles)__DAGVqac20xY.png,252910,1080,1080,32a56d990aab72e139c01655b531bea0,2e923a3498fe0780f00b3a5516a3240fa661c90d3c114c64850dfad664ce05b0,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/50075305ed7d4ab0.jpg
VG0008,3,KEEP,13QtWaqK0ZfIxwlPLDKv3umyFfy8dZnFk,12- Feed ingles__DAGVqac20xY.png,252910,1080,1080,32a56d990aab72e139c01655b531bea0,2e923a3498fe0780f00b3a5516a3240fa661c90d3c114c64850dfad664ce05b0,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/990022a8eb8c99ac.jpg
VG0009,3,TRASH_DUPLICATE,1SN2rdw3SIOdqtNCQhhd0W9QqaPmuuipe,13 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.png,514846,1080,1080,d1bffaa9ed300152d24f0cdf34106fad,61fab4381669243034e7b5a593e1cb8ca4b090a640681c40d661fe38eca28ebe,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/9f3e944943676f5d.jpg
VG0009,3,TRASH_DUPLICATE,1e4fM8A5XUhFESai3Na0CsMxQK2PVwF8E,13 - Feed (espanhol)__DAGS2E3yh3U.png,514846,1080,1080,04fa44237e6af02ff6ebca98716e4472,61fab4381669243034e7b5a593e1cb8ca4b090a640681c40d661fe38eca28ebe,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/c612d0d1b1a2509c.jpg
VG0009,3,KEEP,1yycJe4cfnQer5cloulhAMvk7AR6KULBP,13 - Feed espanhol__DAGS2E3yh3U.png,514846,1080,1080,04fa44237e6af02ff6ebca98716e4472,61fab4381669243034e7b5a593e1cb8ca4b090a640681c40d661fe38eca28ebe,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/c73f876bea62cf8a.jpg
VG0010,3,TRASH_DUPLICATE,11skougWqtF-PissD1qAVyK3t7JoTuvq6,13 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,187140,1080,1080,25e170ec6dfa506379682af2fbcc782a,05599cef324e555591e04a2aa96a2165e689de3bc0c5890e44b3c460ddf294ad,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/39bfa69e94fa95b8.jpg
VG0010,3,TRASH_DUPLICATE,1qKmR0hJjpZPSRx5Z58Z701aWplWu8wDp,13 - Feed (ingles)__DAGVqleiX40.png,187140,1080,1080,9354b0a55882cf5c81c534f869531ef6,05599cef324e555591e04a2aa96a2165e689de3bc0c5890e44b3c460ddf294ad,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/504c53aa7832cc44.jpg
VG0010,3,KEEP,19W5MmR2j-MBHQXuEvB8MzYlA6nY97zlo,13 - Feed ingles__DAGVqleiX40.png,187140,1080,1080,9354b0a55882cf5c81c534f869531ef6,05599cef324e555591e04a2aa96a2165e689de3bc0c5890e44b3c460ddf294ad,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/6a0ca73bc5f60fdd.jpg
VG0011,3,TRASH_DUPLICATE,16fGtT-vw5LhJPCj9SMr-gOMUg7QnEU12,14 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.png,399870,1080,1080,588f671cbb16276d4028379c598670c9,e063ad23ba4cf6241da963b07b6c01e989e4d89103c86901f0701db749cdc114,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/e4204af6fed50288.jpg
VG0011,3,TRASH_DUPLICATE,11IaSjKbrUVR3matSj8gblC0YpI2VUJSJ,14 - Feed (espanhol)__DAGS2GtZn7s.png,399870,1080,1080,21699808a66a2cb0c097f1d8fc7f548b,e063ad23ba4cf6241da963b07b6c01e989e4d89103c86901f0701db749cdc114,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/220267ae6aa32959.jpg
VG0011,3,KEEP,1vZDCBgEq7aScq31ZZioTMjgaeKyN0HDh,14 - Feed espanhol__DAGS2GtZn7s.png,399870,1080,1080,21699808a66a2cb0c097f1d8fc7f548b,e063ad23ba4cf6241da963b07b6c01e989e4d89103c86901f0701db749cdc114,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/ef90fbc66eece46f.jpg
VG0012,3,TRASH_DUPLICATE,1fcTtGNXoecvBcJ4aoPI-5nXot5P4XM9m,14 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,519886,1080,1080,4f49618851f601870bd4e2fe5ae02b27,24758e2293e72ed807b45fa791207131d14f3f11f32301c979e25f8c02590425,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/5f9c297c1979cd3a.jpg
VG0012,3,TRASH_DUPLICATE,17BgfK2--fB6WaXu0VOImYTBqIMwmY9hD,14 - Feed (ingles)__DAGVwgtw7O8.png,519886,1080,1080,d89936ff4d43550bf9a6b33d0cee8353,24758e2293e72ed807b45fa791207131d14f3f11f32301c979e25f8c02590425,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/cbc75a4597c7797d.jpg
VG0012,3,KEEP,1eg00hODMeD3bqMXFHMObF0KwPE4NCGnJ,14 - Feed ingles__DAGVwgtw7O8.png,519886,1080,1080,d89936ff4d43550bf9a6b33d0cee8353,24758e2293e72ed807b45fa791207131d14f3f11f32301c979e25f8c02590425,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/9cf9585862690101.jpg
VG0013,3,TRASH_DUPLICATE,1sVJqZzVzIGtc8AGH-AuQDo5andWty5se,15 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.png,355695,1080,1080,4e965e3056d70f584bfcb6b8ec1977ed,99f2a2a24fe6a2412a125131f78b034a0698a7978862892709a43f42e48bf400,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/cae074225a7aeafa.jpg
VG0013,3,TRASH_DUPLICATE,1nDDxZd8Z9j1P7JHAiwF7XicX_pMsPYK8,15 - Feed (espanhol)__DAGS57LwJiU.png,355695,1080,1080,919bdb03941541ab397873657231ee33,99f2a2a24fe6a2412a125131f78b034a0698a7978862892709a43f42e48bf400,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/dcc3066ed09e7ed0.jpg
VG0013,3,KEEP,1SXnQyVzvql2P949fZpmG4znBc2ewad7a,15 - Feed espanhol__DAGS57LwJiU.png,355695,1080,1080,919bdb03941541ab397873657231ee33,99f2a2a24fe6a2412a125131f78b034a0698a7978862892709a43f42e48bf400,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/8c02ab45a5efa610.jpg
VG0014,3,TRASH_DUPLICATE,1k-zDzg4mJoLqZTk4dk1aYD-iht0fTiJt,15 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,478957,1080,1080,4bc26b09ae9cf4cdbdff212ba90077b7,c6da6bc83273b4723f678633ccbc1b60981509fe06765205765c3c7d3514cbf9,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/a377fb4d70eb4a3d.jpg
VG0014,3,TRASH_DUPLICATE,1XrcT2sOwjhg3O2c1JrsFSKKlje94USZo,15 - Feed (ingles)__DAGVwr-hrsY.png,478957,1080,1080,f5fef9ee83b51648b40b893f206f6222,c6da6bc83273b4723f678633ccbc1b60981509fe06765205765c3c7d3514cbf9,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/aa0f5036ebf69bf7.jpg
VG0014,3,KEEP,1NA3vzWqRgcZ0kz_Tsy9keYJArs_njLEI,15 - Feed ingles__DAGVwr-hrsY.png,478957,1080,1080,f5fef9ee83b51648b40b893f206f6222,c6da6bc83273b4723f678633ccbc1b60981509fe06765205765c3c7d3514cbf9,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/91a02f614eedec96.jpg
VG0015,3,TRASH_DUPLICATE,10PWrPoZYbxb752iBHOpFVNHPgcBwzeV4,16 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.png,509226,1080,1080,5faf844fabd73638a26efb685244603b,c7e2726c3f1be941888ee7a06fad4fb307d5e4a962d2156203e27e25c190bf83,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/9af01da3e268da98.jpg
VG0015,3,TRASH_DUPLICATE,1khtsd6GDdvBLq1vWODBFM57oAX4WiBsK,16 - Feed (espanhol)__DAGS5kasshY.png,509226,1080,1080,b8cf119cfb41f1b12c46947a8f4ea35b,c7e2726c3f1be941888ee7a06fad4fb307d5e4a962d2156203e27e25c190bf83,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/ab6e9232ea44dfe4.jpg
VG0015,3,KEEP,1fZ0HL-Tqo6MrwnM36nr5QJYbezO2ziGk,16 - Feed espanhol__DAGS5kasshY.png,509226,1080,1080,b8cf119cfb41f1b12c46947a8f4ea35b,c7e2726c3f1be941888ee7a06fad4fb307d5e4a962d2156203e27e25c190bf83,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/47fd10f61ac35705.jpg
VG0016,3,TRASH_DUPLICATE,1LcnigSIcPzpJ0G35qaACC7dECJZFM9BW,16 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,453251,1080,1080,db90bae1aed8841f1b11d05c5a3758a1,037dac02ecd418c3acbd3788185ad9ed13b46b084098908bd6baee0f7734c11d,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/398de6f01d1a4e00.jpg
VG0016,3,TRASH_DUPLICATE,1SrTKkJSrz5ki1fI78rAd1Qny9-naxlgl,16 - Feed (ingles)__DAGVwtMXdSo.png,453251,1080,1080,0cb04dcd8168d63268eec2106af52b41,037dac02ecd418c3acbd3788185ad9ed13b46b084098908bd6baee0f7734c11d,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/01b455d541d82096.jpg
VG0016,3,KEEP,1MTb2YKihYcF962c04Axvqs7WG7cTNQQT,16 - Feed ingles__DAGVwtMXdSo.png,453251,1080,1080,0cb04dcd8168d63268eec2106af52b41,037dac02ecd418c3acbd3788185ad9ed13b46b084098908bd6baee0f7734c11d,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/3406a01867019a24.jpg
VG0017,3,TRASH_DUPLICATE,18mZoVJwgiHpsUNi-k1btd6mAJJUp-z4I,17 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.png,466368,1080,1080,eb1537c541a37e7f4e91f4aa604b35a8,62e8d415eba65f5f7877dd40d2db7630608dc2bbe0fd0435b15074f176b22b37,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/962bae23b3694026.jpg
VG0017,3,TRASH_DUPLICATE,1dUvYd7H6rS9t4P096F19o8RSh8axaTM5,17 - Feed (espanhol)__DAGS6_18_mc.png,466368,1080,1080,9112a04af61860f15dbf7bc5b34e6679,62e8d415eba65f5f7877dd40d2db7630608dc2bbe0fd0435b15074f176b22b37,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/b836db77627ed3eb.jpg
VG0017,3,KEEP,1hwrG-itTPK7WRVdbSImZmw5lLepwcrfJ,17 - Feed espanhol__DAGS6_18_mc.png,466368,1080,1080,9112a04af61860f15dbf7bc5b34e6679,62e8d415eba65f5f7877dd40d2db7630608dc2bbe0fd0435b15074f176b22b37,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/6a2dea33354a22bf.jpg
VG0018,3,TRASH_DUPLICATE,1e0ctbr8-enCpsbbLt4mu4cxWkZwKFLCe,17 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,914358,1080,1080,3613a49e6543cbb8c83a967191fb1b39,cb231bb8895e1d4bf3d317fb41db51e78c7b30db8436ba1a6e81333da7e7e684,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/60ff711053f5af19.jpg
VG0018,3,TRASH_DUPLICATE,1rDJGHduUWVPcI1NeQ9xGwu-EogMwwQzo,17 - Feed (ingles)__DAGV0--vRMM.png,914358,1080,1080,93c7a2f86d6cd0762b74835f8536c0a8,cb231bb8895e1d4bf3d317fb41db51e78c7b30db8436ba1a6e81333da7e7e684,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/fba4910ac54d22a6.jpg
VG0018,3,KEEP,1kxnt2CqwpqqXRhNdSU2o2ubSF9HfJWUE,17 - Feed ingles__DAGV0--vRMM.png,914358,1080,1080,93c7a2f86d6cd0762b74835f8536c0a8,cb231bb8895e1d4bf3d317fb41db51e78c7b30db8436ba1a6e81333da7e7e684,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/2e3d113c4ca4c232.jpg
VG0019,3,TRASH_DUPLICATE,1weZkWhM9FXfQHWsyjTrHZdFpMSevdhAO,18 - Feed (espanhol) +2 RM GP 1080 px × 1080 px há 1 ano.png,331414,1080,1080,ac8e31d0db8762ca1c823c36031ea26f,bf964ba8164934f64204acf2fb3262f37e6a647ee17344f190d31313a1a4e6bc,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/d30d7197a5808103.jpg
VG0019,3,TRASH_DUPLICATE,1fEilQEAw_qohuvTeUtBywjnafb5HJSDz,18 - Feed (espanhol)__DAGS6rm09hc.png,331414,1080,1080,a032f498a54186716f9bdcc2b860d37c,bf964ba8164934f64204acf2fb3262f37e6a647ee17344f190d31313a1a4e6bc,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/eac77bba9c057b9c.jpg
VG0019,3,KEEP,1mN1GQ-cyD1Dsay7EqevUOUjBsWO8G6W9,18 - Feed espanhol__DAGS6rm09hc.png,331414,1080,1080,a032f498a54186716f9bdcc2b860d37c,bf964ba8164934f64204acf2fb3262f37e6a647ee17344f190d31313a1a4e6bc,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/27593f8407110a38.jpg
VG0020,3,TRASH_DUPLICATE,1My0SuPA5sJ4EKIrjEkvAQY-jeIoCFIQ_,18 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,850632,1080,1080,013dafa84ccf9cd32fb58ae2e8b46e0e,30dbfe5b591767c76c1df8986de6702d8c1a6c9e3f57b1b6ca01521569c85e6c,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/eb22cefee95a6120.jpg
VG0020,3,TRASH_DUPLICATE,1QQ9Q1owocFMA21HyJIC0lN7VzFuxD7c_,18 - Feed (ingles)__DAGV1N4PTVM.png,850632,1080,1080,6553271d18f65d082f0658a9fff4a2cb,30dbfe5b591767c76c1df8986de6702d8c1a6c9e3f57b1b6ca01521569c85e6c,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/a1178d95001656d4.jpg
VG0020,3,KEEP,1TYf3Hb8H710xaS48kR1jseQhJBf6JN5D,18 - Feed ingles__DAGV1N4PTVM.png,850632,1080,1080,6553271d18f65d082f0658a9fff4a2cb,30dbfe5b591767c76c1df8986de6702d8c1a6c9e3f57b1b6ca01521569c85e6c,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/d52007bba6be7d10.jpg
VG0021,3,TRASH_DUPLICATE,1TPtcQvaCe87TJmAJ_ZTuCzCl_Px-ZvU1,40 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,265670,1080,1080,6e12a4ff87a139e7d2ea54d8426d3668,0a2bf96a7405ec1e9faa2d58c8bd90b2a6c33727979bc8c4d052ca37b7132d3f,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/9d5e7980a098b5c6.jpg
VG0021,3,TRASH_DUPLICATE,13W1QeeFjj_8na-PkeSVyWqFITrNaPj97,40 - Feed (ingles)__DAGYL_Ign24.png,265670,1080,1080,d588bc49eb71121492e4c2b68c003fac,0a2bf96a7405ec1e9faa2d58c8bd90b2a6c33727979bc8c4d052ca37b7132d3f,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/4d0180a58ee43b5a.jpg
VG0021,3,KEEP,1dHsfujamb_QC90Sh_dnlARuCibo6onUc,40 - Feed ingles__DAGYL_Ign24.png,265670,1080,1080,d588bc49eb71121492e4c2b68c003fac,0a2bf96a7405ec1e9faa2d58c8bd90b2a6c33727979bc8c4d052ca37b7132d3f,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/d1d67c92e5c1905b.jpg
VG0022,3,TRASH_DUPLICATE,12HBsaIKvJJ9iKpnkUmtjgZ_nYOUQ3qKu,44 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.png,298869,1080,1080,462576669c4c56a8ce7ac24695525912,41b54ecc79920ebf8f71dd03205b1018db0b6a4427229c01ea85d2ecbb65862e,/root/mgs-agent/data/ares/creative-inventory/duplicate-analysis-20260609T151529Z/thumbs/f40ce59717a14e81.jpg
