kind,source_filename,nested_drive_id,canonical_source_drive_id,destination_filename,destination_drive_id,source_final_status,destination_status,metadata_clean,notes
NEW_PROCESSED,12_46 - IA - Story Financiamento (Brasil).mp4,1xLs1WM5RUWYpeaCST30i6uGYvobkA-ix,1xLs1WM5RUWYpeaCST30i6uGYvobkA-ix,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_034.mp4,1fALfELu6LPkwD4DlVsomhcqNH1sH9hMh,99_LEGACY,01_READY,True,R$299/MÊS; SEM ENTRADA
HISTORICAL_RECONCILED_BINARY_DUPLICATE,1_02  - IA - Story Financiamento(Brasil).mp4,1ZshAMjD4lR_rcgv9nOvOji-UczUq0TDv,1qfQd_tfztuQ9Y901iJbeZMVPKRtWgcB0,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_001.mp4,1eA0ozY9H2frfF-WXbiltHrodVFT-Z73k,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,2_19 - IA - Story Financiamento (Brasil).mp4,1aND5IvKs2NhQ3DyS1vFOBbrlZaRdk9aq,1jKQIJNmHbXrZyjtaBdr7lijR3vy8OFy1,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_002.mp4,1yWtKop0B3zTnXJR7yAEroiacTZiH-yBm,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,3_13 - IA - KELLY - Story Financiamento (Brasil).mp4,1d0ojn0gAqcmPf25kAwbv6UdtSz8eoQO6,1ANGvu3Z6uUTinZE3nH1spDresC-1-MQV,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_003.mp4,1jLoVcJntX2b2xa12XmEipXHyJqEH3hSc,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,4_05 - IA - Story Financiamento (Brasil).mp4,1-imJRFp4-whF7goCKHBotvM0TGO0MnEr,1Lng2_SA6z2DBCRpsjanUC4zQV73tu91d,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_004.mp4,1aJDVxn_clrx8m2lfMWePUFft1JTAyUYi,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,5_10 - IA - Story Financiamento (Brasil).mp4,1vP5pG6Z0a50XB3klfZUJ__dR4RrmFmDF,1o-GPmyNR93fKTPSiShBMoz6lyUB2AW7C,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_005.mp4,1K3SO33PRoL3FLdjcWNEc0b2ezyAwvCKP,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,6_18 - IA - Story Financiamento (Brasil).mp4,1GbyJr4wOx0PsAHKnKsty21GxVAj1U9uV,18782BlHM1UwvkZd_WyK9CV0KlqIiYAMU,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_006.mp4,1rOW8XTp6yW1wQSxhLulRYSHeIBnmP4NN,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,7_16 - IA - Story Financiamento (Brasil).mp4,1fzoeLG8FxxgONC18WBMOQ3Hw2jMlYNQt,1RoQOr5kU4hoc6OMiPX0pSoHXHvX7te8_,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_007.mp4,1srhvDvav0JqrKcfySbMqJyORt7rqH5X_,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,8_15 - IA - KELLY - Story Financiamento (Brasil).mp4,1KOeOYqbNjXF_ZHiid-rxVrkpk8yzbqQO,1d2PHfO1u_kHOfTXWrvr8o1LEx9IO9mi-,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_008.mp4,1uQl86lspcgXfFrZ2UILRyf_WJt3H4AFc,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,9_20 - IA - Story Financiamento (Brasil).mp4,1B1v_q2BiuE7Fvw_obs00E1bZFVHl1psn,1gYsM0HRutHm-6QVrSai-d7tfDXS3V2DX,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_009.mp4,1o8KhJ9bOHHv9XZ8q5UnUO3P2yasAnP1A,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,10_14 - IA - KELLY - Story Financiamento (Brasil).mp4,1C4iN_H7tnjYTeb0FBg1IT-AZMopvv6V5,1oq_--OP8B6LU8f4-eiCAlIiTZKD1XsVx,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_010.mp4,1sjnB3Y3sPP0gfGRmoCOEak76sTn825ut,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,11_01  - IA - Story Financiamento(Brasil).mp4,1_oKUamTv70gqgIQopls6jBLFZIiXAniy,1-QArCDv2b2_Mh5psnUx67Ax5C4fQD_Gr,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_011.mp4,1UGew6tOMI8cQBsikSqMUt7n495sHuH-G,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,12_23 - IA - Story Financiamento (Brasil).mp4,1B-ZToA3ApXVSjgzNG-86qbPKhr6AKakH,1UFptUVBiojHXrURIpUV4WQMyry3qGcAl,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_012.mp4,18n_vHp47AzMcAo6pqsdCNYvLcbeio6Mu,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,13_06 - IA - Story Financiamento (Brasil).mp4,1-T0_OzQ-gu1uhPSdA4kSjqGvUkVTcEFR,1LjDC-Jfg557dd1spPaC4LYyOiRhC3q9X,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_013.mp4,1S7SpjUdNj0M9NU3dTrNjoIYkN4GMNZQT,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,14_04  - IA - Story Financiamento(Brasil).mp4,1xOh2VilUvvt2kTTSCYNKLnwbZOF53ZIH,1KiWGfcqenumHv7VTRzLxMpR5L3kuftWg,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_014.mp4,1g6sIms2603Bxl6A5sUfF9315UE7IoHjL,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,15_21 - IA - Story Financiamento (Brasil).mp4,17GM2aYX5h2ym8Pk9osK_0I70Cp7L52OJ,1oa6jA0x19jXBKQYPGOvN35t8hqasLtix,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_015.mp4,1hZbq2Z95KIJD09cLtt3lmKINL4RH9htI,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,16_17 - IA - Story Financiamento (Brasil).mp4,16CgjXokAdt3We4aKIHS5TKm03fkxchd6,119wysqbfRId3d8MihRiYOcWathdZmjul,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_016.mp4,1bi8_EYHd60rkwRUldRn2c3dcugInxQMi,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,17_22 - IA - Story Financiamento (Brasil).mp4,18hGSBcvrBw0d11s0KfhQgUpUkkDPvofK,1RLRs50XVbu0KctI5_JyvabNZNNCVSH4m,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_017.mp4,1oX-INi9BrPVFM5tVtyxZQOtzq8-55m7K,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,18_03  - IA - Story Financiamento(Brasil).mp4,1gFaq_r4xnf4gyqCktCPclQ9XaHEe078r,1VXeB_p7GgQC8mB5UvNxVAOczBwgvyiRQ,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_018.mp4,1m5NyeeDjcHrgKgBPaFuDkKBSCTkqKVp6,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,19_11 - IA - Story Financiamento (Brasil).mp4,1wiznhNgR7vDpuMwbkDi6aqhd38gXkdf6,1f55MGtmaUFjjYUD9bzQVrJOkZccLPtps,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_019.mp4,1DDOPUV3EzQ1aPxYMowhzewa1E5nFXcjH,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,20_12 - IA - Story Financiamento (Brasil).mp4,1PM8Wk3lFoRDwKTBSpLScE85tAhYQc4PB,1fNTq3m_pazbfr70fM6GXsiMS88QHfNJJ,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_020.mp4,1Xiddpd300hRI3sAElSm6z_3YjzSYbHtc,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,21_07 - IA - Story Financiamento (Brasil).mp4,1SAG80-kFQ6isCQy4Lv7V_MUxgTWAek_b,1bKIuBiUsg86kN2fNgJoXiSB4bwHAFf-W,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_021.mp4,1ycObgrPF5y027Kj9c4rzXQWnFUrAMGdo,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,22_08 - IA - Story Financiamento (Brasil).mp4,1djfTRuTd9niuct51SdP0AY3KULeLv6Nu,1DJ9anmAstxxKapILjB0_3XvP4u41ydpm,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_022.mp4,13sNvg4jaGCAKJT4KD8ETyY2Q1zOOxs88,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
HISTORICAL_RECONCILED_BINARY_DUPLICATE,23_09 - IA - Story Financiamento (Brasil).mp4,1ex-CsX2Z_C3Ytcpf1lQe7kDXVpHtJ5mr,1eSgnAgox5g6Ckophv5yZ2Joy3yAceq_k,CAR_BR_BR_VID_FINANCIAMENTO_SEM_ENTRADA_PV_023.mp4,1JKm5ViJu5UNhMQly6qR5eVHe3-Nfx58E,99_LEGACY,01_READY,True,Cópia binária redundante arquivada; linhagem histórica inventariada.
