source_drive_id,source_filename,status,source_path,destination_path,destination_drive_id,destination_filename
1ioU6XYjZP30TTA3WhWsf2eNtbLXONKsA,6_205 - Story Financiamento (Brasil).mp4,MOVED_TO_99_LEGACY,MGS-AGENTS/CRIATIVOS/UPLOAD MANUAL,MGS-AGENTS/CRIATIVOS/CAR_BR_BR/VID/99_LEGACY,14N1NuiNszmOWnErVc_Y6tO8d8P_hhUC5,CAR_BR_BR_VID_SEM_ENTRADA_PV_044.mp4
1XLpDQHW4XWGc8EP2h_22eq8hca7MWpA0,7_192 - Story Financiamento (Brasil).mp4,MOVED_TO_99_LEGACY,MGS-AGENTS/CRIATIVOS/UPLOAD MANUAL,MGS-AGENTS/CRIATIVOS/CAR_BR_BR/VID/99_LEGACY,11XzxM1lmOEHChVdjUiSQi0LmM20WA9Kw,CAR_BR_BR_VID_SEM_ENTRADA_PV_045.mp4
16L29hbS9bB-VZG3J8kRkylZ4UkCrlz9b,7_209 - Story Financiamento (Brasil).mp4,MOVED_TO_99_LEGACY,MGS-AGENTS/CRIATIVOS/UPLOAD MANUAL,MGS-AGENTS/CRIATIVOS/CAR_BR_BR/VID/99_LEGACY,14qHJemsZl03zN4Zkw4vupNjRRaf-JjKA,CAR_BR_BR_VID_SEM_ENTRADA_PV_046.mp4
1gpfla2XBNS1o17PcsHSWjRSZ6op4c74b,8_194 - Story Financiamento (Brasil).mp4,MOVED_TO_99_LEGACY,MGS-AGENTS/CRIATIVOS/UPLOAD MANUAL,MGS-AGENTS/CRIATIVOS/CAR_BR_BR/VID/99_LEGACY,1T92YzDdSwy6E_WWe6LhRainVE0GifTrV,CAR_BR_BR_VID_SEM_ENTRADA_PV_047.mp4
1x-U8As46YcfFrwnvmkK2XF6JpXj83hDn,8_208 - Story Financiamento (Brasil).mp4,MOVED_TO_99_LEGACY,MGS-AGENTS/CRIATIVOS/UPLOAD MANUAL,MGS-AGENTS/CRIATIVOS/CAR_BR_BR/VID/99_LEGACY,1wCslswSwrDulrGveHq8n889Rqzyk2dmK,CAR_BR_BR_VID_SCORE_BAIXO_PV_020.mp4
1o2V3t5mpiIAKUh8a6B_9F3G86WLTwUDf,9_197 - Story Financiamento (Brasil).mp4,MOVED_TO_99_LEGACY,MGS-AGENTS/CRIATIVOS/UPLOAD MANUAL,MGS-AGENTS/CRIATIVOS/CAR_BR_BR/VID/99_LEGACY,1aP4j7ztiEpzyXqT-XNTJW849NU-gaxsf,CAR_BR_BR_VID_SCORE_BAIXO_PV_021.mp4
17xHPNvjIub1ZgjykhA2nWsZdcFntOTiW,9_204 - Story Financiamento (Brasil).mp4,MOVED_TO_99_LEGACY,MGS-AGENTS/CRIATIVOS/UPLOAD MANUAL,MGS-AGENTS/CRIATIVOS/CAR_BR_BR/VID/99_LEGACY,1q4TjMx0QafrHS1nB55R5Ehz1WyB1FKXG,CAR_BR_BR_VID_SEM_ENTRADA_PV_048.mp4
139DDFGGgNoZ1QTQQPSvJJHWQStHoYT0X,10_195 - Story Financiamento (Brasil).mp4,MOVED_TO_99_LEGACY,MGS-AGENTS/CRIATIVOS/UPLOAD MANUAL,MGS-AGENTS/CRIATIVOS/CAR_BR_BR/VID/99_LEGACY,1j0MzZnCHFUVlw8Sq8NHyatE7l8AlJE1K,CAR_BR_BR_VID_SCORE_BAIXO_PV_022.mp4
1rqxEA5o0e09pq4ozJ3gy90cyP3vMS6nT,10_203 - Story Financiamento (Brasil).mp4,MOVED_TO_99_LEGACY,MGS-AGENTS/CRIATIVOS/UPLOAD MANUAL,MGS-AGENTS/CRIATIVOS/CAR_BR_BR/VID/99_LEGACY,1kxJqIGusBSRqeeYAgrXbsrkii1H_uKSm,CAR_BR_BR_VID_SEM_ENTRADA_PV_049.mp4
1F7BelVbtdR07AtjdCs2oRo9D7z9wU3xJ,11_185 - Story Financiamento (Brasil).mp4,MOVED_TO_99_LEGACY,MGS-AGENTS/CRIATIVOS/UPLOAD MANUAL,MGS-AGENTS/CRIATIVOS/CAR_BR_BR/VID/99_LEGACY,1LdA6PU156hjcM4j34PZ2_ohyFsyGk-RG,CAR_BR_BR_VID_SEM_ENTRADA_PV_050.mp4
1oDNGATS6ZQstX6IVYeSjSp1ZN0ErVcHv,12_193 - Story Financiamento (Brasil).mp4,MOVED_TO_99_LEGACY,MGS-AGENTS/CRIATIVOS/UPLOAD MANUAL,MGS-AGENTS/CRIATIVOS/CAR_BR_BR/VID/99_LEGACY,1yHjXk4rKbzbkUc04lSnHLOfZ-gX0YElX,CAR_BR_BR_VID_SEM_ENTRADA_PV_051.mp4
1014zTmIK152ooQFfQ7wGWabGB4s3wvFr,13_187 - Story Financiamento (Brasil).mp4,MOVED_TO_99_LEGACY,MGS-AGENTS/CRIATIVOS/UPLOAD MANUAL,MGS-AGENTS/CRIATIVOS/CAR_BR_BR/VID/99_LEGACY,10vOOh0NfX_Ojaz6XS3nZPY6mYEVr4z49,CAR_BR_BR_VID_SEM_ENTRADA_PV_052.mp4
1WQlkwk6xuFHwMl_4FmBPSvMPWuoKrNqf,14_190 - Story Financiamento (Brasil).mp4,MOVED_TO_99_LEGACY,MGS-AGENTS/CRIATIVOS/UPLOAD MANUAL,MGS-AGENTS/CRIATIVOS/CAR_BR_BR/VID/99_LEGACY,1Yg1pL7LKoB3g5lhLxs1L59lL6VzN0m8a,CAR_BR_BR_VID_SEM_ENTRADA_PV_053.mp4
11DkkQ3jhWg331ys8ZIromn0Qq1YztuDo,15_199 - Story Financiamento (Brasil).mp4,MOVED_TO_99_LEGACY,MGS-AGENTS/CRIATIVOS/UPLOAD MANUAL,MGS-AGENTS/CRIATIVOS/CAR_BR_BR/VID/99_LEGACY,1CzJCtuCpgswKnIX3_GQOMgMwXTKiiLAF,CAR_BR_BR_VID_SCORE_BAIXO_PV_023.mp4
